Vessel,Task,Wharf,Time
V4,F6 - Mosman (peak),Mos1,06:27-06:37
V2,F2 - Zoo/Mosman (Peak),Mos1,06:41-06:51
V10,F6 - Mosman (peak),Mos1,06:57-07:07
V8,F2 - Zoo/Mosman (Peak),Mos1,07:11-07:21
V7,F6 - Mosman (peak),Mos1,07:27-07:37
V5,F2 - Zoo/Mosman (Peak),Mos1,07:41-07:51
V10,F6 - Mosman (peak),Mos1,07:57-08:07
V7,F6 - Mosman (peak),Mos1,08:27-08:37
V10,F6 - Mosman (peak),Mos1,08:57-09:07
V6,F6 - Mosman (off peak),Mos1,09:16-09:26
V8,F6 - Mosman (off peak),Mos1,09:46-09:56
V9,F6 - Mosman (off peak),Mos1,10:16-10:26
