Vessel,Task,Wharf,Time
V8,Waiting,Bar1,05:35-05:40
V6,Waiting,Bar1,05:35-05:40
V5,Waiting,Bar1,05:40-05:45
V16,Waiting,Bar1,05:45-05:50
V5,Waiting,Bar1,05:50-05:55
V9,Waiting,Bar1,05:55-06:00
V7,Waiting,Bar1,06:00-06:05
V2,Waiting,Bar1,06:00-06:05
V2,Charging,Bar1,06:05-06:10
V7,Charging,Bar1,06:05-06:10
V2,Charging,Bar1,06:10-06:15
V7,Charging,Bar1,06:10-06:15
V2,Waiting,Bar1,06:15-06:20
V7,Waiting,Bar1,06:15-06:20
V2,Waiting,Bar1,06:20-06:25
V19,Waiting,Bar1,06:25-06:30
V19,F11 - Blackwattle Bay,Bar1,07:10-07:15
V19,F11 - Blackwattle Bay,Bar1,08:10-08:15
V18,F11 - Blackwattle Bay,Bar1,08:40-08:45
V18,Waiting,Bar1,08:55-09:00
V19,F11 - Blackwattle Bay,Bar1,09:10-09:15
V19,Waiting,Bar1,09:15-09:20
V18,Waiting,Bar1,09:40-09:45
V14,Waiting,Bar1,09:55-10:00
V10,Waiting,Bar1,10:10-10:15
V15,Waiting,Bar1,10:15-10:20
V10,Waiting,Bar1,10:45-10:50
V7,Crew pause,Bar1,11:00-11:05
V7,Crew pause,Bar1,11:05-11:10
V2,Waiting,Bar1,11:20-11:25
V7,Waiting,Bar1,11:20-11:25
V15,Waiting,Bar1,11:25-11:30
V1,Waiting,Bar1,11:25-11:30
