Vessel,Task,Wharf,Time
V2,Waiting,Mos1,05:40-05:45
V2,F6 - Mosman (peak),Mos1,06:27-06:37
V11,F2 - Zoo/Mosman (Peak),Mos1,06:41-06:51
V5,F6 - Mosman (peak),Mos1,06:57-07:07
V1,F2 - Zoo/Mosman (Peak),Mos1,07:11-07:21
V4,F6 - Mosman (peak),Mos1,07:27-07:37
V10,F2 - Zoo/Mosman (Peak),Mos1,07:41-07:51
V2,F6 - Mosman (peak),Mos1,07:57-08:07
V9,F6 - Mosman (peak),Mos1,08:27-08:37
V4,F6 - Mosman (peak),Mos1,08:57-09:07
V3,F6 - Mosman (off peak),Mos1,09:26-09:36
V4,F6 - Mosman (off peak),Mos1,09:56-10:06
V11,F6 - Mosman (off peak),Mos1,10:26-10:36
V4,Waiting,Mos1,10:50-10:55
V4,Waiting,Mos1,10:55-11:00
V4,Waiting,Mos1,11:00-11:05
V4,Waiting,Mos1,11:05-11:10
V4,Waiting,Mos1,11:10-11:15
V8,Waiting,Mos1,11:15-11:20
V4,Waiting,Mos1,11:15-11:20
V4,Waiting,Mos1,11:20-11:25
V8,Waiting,Mos1,11:20-11:25
V4,Waiting,Mos1,11:25-11:30
V8,Waiting,Mos1,11:25-11:30
