Vessel,Task,Wharf,Time
V15,Charging,CQEXTRA1,05:40-05:45
V15,Crew Break,CQEXTRA1,05:45-06:15
V4,F5 - Neutral Bay,CQEXTRA1,05:50-05:51
V12,F4 - Pyrmont Bay,CQEXTRA1,06:00-06:01
V2,Charging,CQEXTRA1,06:15-06:20
V15,Charging,CQEXTRA1,06:15-06:20
V2,F5 - Neutral Bay,CQEXTRA1,06:20-06:21
V15,F4 - Pyrmont Bay,CQEXTRA1,06:20-06:21
V13,Charging,CQEXTRA1,06:35-06:40
V13,F4 - Pyrmont Bay,CQEXTRA1,06:40-06:41
V7,F5 - Neutral Bay,CQEXTRA1,06:50-06:51
V14,F9 - Rose Bay,CQEXTRA1,06:52-06:56
V14,F4 - Pyrmont Bay,CQEXTRA1,07:00-07:01
V17,F9 - Rose Bay,CQEXTRA1,07:12-07:16
V2,Charging,CQEXTRA1,07:15-07:20
V17,F4 - Pyrmont Bay,CQEXTRA1,07:20-07:21
V2,F5 - Neutral Bay,CQEXTRA1,07:20-07:21
V16,F9 - Rose Bay,CQEXTRA1,07:32-07:36
V8,Charging,CQEXTRA1,07:35-07:40
V16,F4 - Pyrmont Bay,CQEXTRA1,07:40-07:41
V8,Charging,CQEXTRA1,07:40-07:45
V8,Charging,CQEXTRA1,07:45-07:50
V8,F5 - Neutral Bay,CQEXTRA1,07:50-07:51
V12,F9 - Rose Bay,CQEXTRA1,07:52-07:56
V12,F4 - Pyrmont Bay,CQEXTRA1,08:00-08:01
V15,F9 - Rose Bay,CQEXTRA1,08:12-08:16
V4,F6 - Mosman (peak),CQEXTRA1,08:13-08:16
V4,F5 - Neutral Bay,CQEXTRA1,08:20-08:21
V15,F4 - Pyrmont Bay,CQEXTRA1,08:20-08:21
V2,F2 - Taronga Zoo (off peak),CQEXTRA1,08:31-08:35
V13,F9 - Rose Bay,CQEXTRA1,08:32-08:36
V13,F4 - Pyrmont Bay,CQEXTRA1,08:40-08:41
V6,Charging,CQEXTRA1,08:45-08:50
V6,F5 - Neutral Bay,CQEXTRA1,08:50-08:51
V14,F9 - Rose Bay,CQEXTRA1,08:52-08:56
V2,F6 - Mosman (off peak),CQEXTRA1,09:00-09:01
V14,Charging,CQEXTRA1,09:00-09:05
V14,Charging,CQEXTRA1,09:05-09:10
V14,F4 - Pyrmont Bay,CQEXTRA1,09:10-09:11
V5,Charging,CQEXTRA1,09:10-09:15
V5,Charging,CQEXTRA1,09:15-09:20
V5,F5 - Neutral Bay,CQEXTRA1,09:20-09:21
V15,F4 - Pyrmont Bay,CQEXTRA1,09:25-09:28
V9,F6 - Mosman (off peak),CQEXTRA1,09:30-09:31
V15,Charging,CQEXTRA1,09:30-09:35
V15,Charging,CQEXTRA1,09:35-09:40
V15,F4 - Pyrmont Bay,CQEXTRA1,09:40-09:41
V8,F5 - Neutral Bay,CQEXTRA1,09:50-09:51
V10,F7 - Double Bay,CQEXTRA1,09:52-09:55
V1,F6 - Mosman (off peak),CQEXTRA1,10:00-10:01
V14,F4 - Pyrmont Bay,CQEXTRA1,10:15-10:18
V14,Charging,CQEXTRA1,10:20-10:25
V9,F6 - Mosman (off peak),CQEXTRA1,10:21-10:24
V12,F9 - Watsons Bay,CQEXTRA1,10:28-10:32
V12,Charging,CQEXTRA1,10:35-10:40
V12,Charging,CQEXTRA1,10:40-10:45
V19,Charging,CQEXTRA1,10:45-10:50
V1,F6 - Mosman (off peak),CQEXTRA1,10:51-10:54
V17,F9 - Watsons Bay,CQEXTRA1,10:58-11:02
V17,Charging,CQEXTRA1,11:05-11:10
V17,Charging,CQEXTRA1,11:10-11:15
V2,Charging,CQEXTRA1,11:15-11:20
V2,Charging,CQEXTRA1,11:20-11:25
V2,Charging,CQEXTRA1,11:25-11:30
