Vessel,Task,Wharf,Time
V9,Waiting,DB1,05:40-05:45
V9,Waiting,DB1,05:45-05:50
V11,F7 - Double Bay,DB1,06:24-06:34
V10,F7 - Double Bay,DB1,06:54-07:04
V11,F7 - Double Bay,DB1,07:24-07:34
V10,F7 - Double Bay,DB1,07:54-08:04
V9,F7 - Double Bay,DB1,08:24-08:34
V8,F7 - Double Bay,DB1,08:54-09:04
V10,F7 - Double Bay,DB1,09:24-09:34
V3,F7 - Double Bay,DB1,09:54-10:04
V4,F7 - Double Bay,DB1,10:24-10:34
