Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V13,Waiting,Circular Quay,CQ3,05:40,Circular Quay,CQ3,05:45
V13,Waiting,Circular Quay,CQ1,05:45,Circular Quay,CQ1,05:50
V13,Waiting,Circular Quay,CQ1,05:50,Circular Quay,CQ1,05:55
V13,Waiting,Circular Quay,CQ1,05:55,Circular Quay,CQ1,06:00
V13,Waiting,Circular Quay,CQ5,06:00,Circular Quay,CQ5,06:05
V13,Charging,Circular Quay,CQ5,06:05,Circular Quay,CQ5,06:10
V13,Waiting,Circular Quay,CQ5,06:10,Circular Quay,CQ5,06:15
V13,7,Circular Quay,CQ2,06:15,Circular Quay,CQ1,07:00
V13,2,Circular Quay,CQ5,07:00,Circular Quay,CQ1,08:15
V13,7,Circular Quay,CQ2,08:15,Circular Quay,CQ1,09:00
V13,Waiting,Circular Quay,CQ3,09:00,Circular Quay,CQ3,09:05
V13,Waiting,Circular Quay,CQ5,09:05,Circular Quay,CQ5,09:10
V13,2,Circular Quay,CQ5,09:10,Circular Quay,CQ1,10:25
V13,Waiting,Circular Quay,CQ1,10:25,Circular Quay,CQ1,10:30
V13,Waiting,Circular Quay,CQ5,10:30,Circular Quay,CQ5,10:35
V13,Charging,Circular Quay,CQ5,10:35,Circular Quay,CQ5,10:40
V13,Charging,Circular Quay,CQ5,10:40,Circular Quay,CQ5,10:45
V13,Waiting,Circular Quay,CQ5,10:45,Circular Quay,CQ5,10:50
V13,Waiting,Circular Quay,CQ3,10:50,Circular Quay,CQ3,10:55
V13,Waiting,Circular Quay,CQ3,10:55,Circular Quay,CQ3,11:00
V13,Waiting,Circular Quay,CQ3,11:00,Circular Quay,CQ3,11:05
V13,Waiting,Circular Quay,CQ3,11:05,Circular Quay,CQ3,11:10
V13,Waiting,Circular Quay,CQ3,11:10,Circular Quay,CQ3,11:15
V13,Waiting,Circular Quay,CQ1,11:15,Circular Quay,CQ1,11:20
V13,Waiting,Circular Quay,CQ3,11:20,Circular Quay,CQ3,11:25
V13,Waiting,Circular Quay,CQ3,11:25,Circular Quay,CQ3,11:30
