Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V9,Waiting,Cockatoo Island,CI1,05:40,Cockatoo Island,CI1,05:45
V9,Waiting,Circular Quay,CQ4,06:00,Circular Quay,CQ4,06:05
V9,Charging,Circular Quay,CQ4,06:05,Circular Quay,CQ4,06:10
V9,Charging,Circular Quay,CQ4,06:10,Circular Quay,CQ4,06:15
V9,Charging,Circular Quay,CQ4,06:15,Circular Quay,CQ4,06:20
V9,Waiting,Circular Quay,CQ4,06:20,Circular Quay,CQ4,06:25
V9,3,Circular Quay,CQ4,06:25,Circular Quay,CQ2,07:05
V9,1,Circular Quay,CQ2,07:05,Circular Quay,CQ2,07:45
V9,5,Circular Quay,CQ4,07:45,Circular Quay,CQ1,08:40
V9,6,Circular Quay,CQ4,08:40,Circular Quay,CQ1,10:00
V9,4,Circular Quay,CQ2,10:00,Circular Quay,CQ2,11:00
V9,Waiting,Barangaroo,Bar4,11:10,Barangaroo,Bar4,11:15
V9,Waiting,Barangaroo,Bar4,11:15,Barangaroo,Bar4,11:20
V9,Waiting,Barangaroo,Bar4,11:20,Barangaroo,Bar4,11:25
V9,Waiting,Barangaroo,Bar4,11:25,Barangaroo,Bar4,11:30
