Vessel,Time,Value
V7,05:30,0.9394
V7,05:35,1.0
V7,05:40,1.0
V7,05:45,1.0
V7,05:50,0.994000000000087
V7,05:55,0.8668000000000871
V7,06:00,0.994000000000087
V7,06:05,0.994000000000087
V7,06:10,0.994000000000087
V7,06:15,0.994000000000087
V7,06:20,0.994000000000087
V7,06:25,0.994000000000087
V7,06:30,0.994000000000087
V7,06:35,0.933400000000087
V7,06:40,0.8728000000000871
V7,06:45,0.7908752560000001
V7,06:50,0.7719989930000001
V7,06:55,0.7531227300000001
V7,07:00,0.7342464670000001
V7,07:05,0.7153702040000001
V7,07:10,0.6964939410000001
V7,07:15,0.6776176780000001
V7,07:20,0.6776176780000001
V7,07:25,0.6776176780000001
V7,07:30,0.6776176780000001
V7,07:35,0.658741415
V7,07:40,0.639865152
V7,07:45,0.620988889
V7,07:50,0.602112626
V7,07:55,0.583236363
V7,08:00,0.583236363
V7,08:05,0.571345454
V7,08:10,0.559454545
V7,08:15,0.547563636
V7,08:20,0.535672727
V7,08:25,0.535672727
V7,08:30,0.535672727
V7,08:35,0.535672727
V7,08:40,0.523781818
V7,08:45,0.511890909
V7,08:50,0.5
V7,08:55,0.6272
V7,09:00,0.6272
V7,09:05,0.6153090910000001
V7,09:10,0.603418182
V7,09:15,0.5915272730000001
V7,09:20,0.579636364
V7,09:25,0.579636364
V7,09:30,0.579636364
V7,09:35,0.579636364
V7,09:40,0.5677454550000001
V7,09:45,0.5558545460000001
V7,09:50,0.543963637
V7,09:55,0.671163637
V7,10:00,0.671163637
V7,10:05,0.5
V7,10:10,0.5
V7,10:15,0.5
V7,10:20,0.5
V7,10:25,0.5
V7,10:30,0.5
V7,10:35,0.5
V7,10:40,0.5
V7,10:45,0.5
V7,10:50,0.5
V7,10:55,0.5
V7,11:00,0.5
V7,11:05,0.5
V7,11:10,0.5
V7,11:15,0.5
V7,11:20,0.5
V7,11:25,0.5
