Vessel,Task,Wharf,Time
RR10,Waiting,CI1,05:35-05:40
RR11,Waiting,CI1,05:35-05:40
RR6,Waiting,CI1,05:40-05:45
RR4,Waiting,CI1,05:45-05:50
RR4,Waiting,CI1,05:50-05:55
RR4,Waiting,CI1,05:55-06:00
RR3,Waiting,CI1,06:20-06:25
FF4,14,CI1,06:55-07:00
FF4,14,CI1,07:00-07:05
FF6,14,CI1,07:30-07:35
FF6,14,CI1,07:35-07:40
EC3,14,CI1,08:05-08:10
EC3,14,CI1,08:10-08:15
EC3,Waiting,CI1,08:10-08:15
EC2,14,CI1,08:40-08:45
EC2,14,CI1,08:45-08:50
RR4,Waiting,CI1,09:45-09:50
RR4,Charging,CI1,09:50-09:55
RR4,Waiting,CI1,09:55-10:00
RR4,Waiting,CI1,10:00-10:05
RR4,Waiting,CI1,10:05-10:10
