Vessel,Task,Wharf,Time
V10,F7 - Double Bay,DB1,06:30-06:35
V10,F7 - Double Bay,DB1,06:35-06:40
V2,F7 - Double Bay,DB1,07:00-07:05
V2,F7 - Double Bay,DB1,07:05-07:10
V10,F7 - Double Bay,DB1,07:30-07:35
V10,F7 - Double Bay,DB1,07:35-07:40
V1,F7 - Double Bay,DB1,08:00-08:05
V1,F7 - Double Bay,DB1,08:05-08:10
V10,F7 - Double Bay,DB1,08:30-08:35
V10,F7 - Double Bay,DB1,08:35-08:40
V1,F7 - Double Bay,DB1,09:00-09:05
V1,F7 - Double Bay,DB1,09:05-09:10
V2,F7 - Double Bay,DB1,09:30-09:35
V2,F7 - Double Bay,DB1,09:35-09:40
V7,F7 - Double Bay,DB1,10:00-10:05
V7,F7 - Double Bay,DB1,10:05-10:10
V6,F7 - Double Bay,DB1,10:30-10:35
V6,F7 - Double Bay,DB1,10:35-10:40
