Vessel,Task,Wharf,Time
V2,F6 - Mosman,Mos1,06:10-06:15
V2,F6 - Mosman,Mos1,06:15-06:20
V5,F6 - Mosman,Mos1,06:40-06:45
V5,F6 - Mosman,Mos1,06:45-06:50
V11,F6 - Mosman,Mos1,07:10-07:15
V11,F6 - Mosman,Mos1,07:15-07:20
V5,F6 - Mosman,Mos1,07:40-07:45
V5,F6 - Mosman,Mos1,07:45-07:50
V11,F6 - Mosman,Mos1,08:10-08:15
V11,F6 - Mosman,Mos1,08:15-08:20
V4,F6 - Mosman,Mos1,08:40-08:45
V4,F6 - Mosman,Mos1,08:45-08:50
V11,F6 - Mosman,Mos1,09:10-09:15
V11,F6 - Mosman,Mos1,09:15-09:20
V8,F6 - Mosman,Mos1,09:40-09:45
V8,F6 - Mosman,Mos1,09:45-09:50
V11,F6 - Mosman,Mos1,10:10-10:15
V11,F6 - Mosman,Mos1,10:15-10:20
