Vessel,Task,Wharf,Time
V14,Waiting,Bar4,05:35-05:40
V15,Waiting,Bar4,05:35-05:40
V18,Waiting,Bar4,06:10-06:15
V19,Waiting,Bar4,06:30-06:35
V19,Waiting,Bar4,06:35-06:40
V18,Waiting,Bar4,07:05-07:10
V1,Waiting,Bar4,07:20-07:25
V18,Waiting,Bar4,08:05-08:10
V18,Waiting,Bar4,09:05-09:10
V6,Waiting,Bar4,10:00-10:05
V18,Waiting,Bar4,10:05-10:10
V6,Waiting,Bar4,10:05-10:10
V18,Waiting,Bar4,10:45-10:50
V18,Waiting,Bar4,10:50-10:55
V15,Waiting,Bar4,10:50-10:55
V18,Waiting,Bar4,10:55-11:00
V15,Waiting,Bar4,10:55-11:00
V18,Waiting,Bar4,11:00-11:05
V15,Waiting,Bar4,11:00-11:05
V8,Waiting,Bar4,11:05-11:10
V15,Waiting,Bar4,11:05-11:10
V8,Waiting,Bar4,11:10-11:15
V9,Waiting,Bar4,11:10-11:15
V9,Waiting,Bar4,11:15-11:20
V8,Waiting,Bar4,11:15-11:20
V9,Waiting,Bar4,11:20-11:25
V8,Waiting,Bar4,11:20-11:25
V9,Waiting,Bar4,11:25-11:30
V8,Waiting,Bar4,11:25-11:30
