Vessel,Task,Wharf,Time
V12,Waiting,CQ3,05:40-05:45
V13,Waiting,CQ3,05:40-05:45
V7,Waiting,CQ3,05:50-05:55
V4,Waiting,CQ3,05:50-05:55
V7,Waiting,CQ3,05:55-06:00
V3,Waiting,CQ3,06:00-06:05
V3,Waiting,CQ3,06:05-06:10
V19,Waiting,CQ3,06:10-06:15
V1,Waiting,CQ3,07:00-07:05
V1,Waiting,CQ3,07:05-07:10
V11,Waiting,CQ3,07:20-07:25
V1,Waiting,CQ3,07:50-07:55
V3,Waiting,CQ3,08:00-08:05
V2,Waiting,CQ3,08:05-08:10
V3,Waiting,CQ3,08:40-08:45
V13,Waiting,CQ3,09:00-09:05
V4,Waiting,CQ3,09:10-09:15
V4,Waiting,CQ3,09:15-09:20
V14,Waiting,CQ3,09:20-09:25
V14,Waiting,CQ3,09:25-09:30
V14,Waiting,CQ3,09:30-09:35
V14,Waiting,CQ3,09:35-09:40
V5,Waiting,CQ3,09:35-09:40
V15,Waiting,CQ3,09:40-09:45
V7,Waiting,CQ3,10:00-10:05
V7,Waiting,CQ3,10:05-10:10
V1,Waiting,CQ3,10:10-10:15
V1,Waiting,CQ3,10:15-10:20
V1,Waiting,CQ3,10:20-10:25
V7,Waiting,CQ3,10:25-10:30
V1,Waiting,CQ3,10:25-10:30
V7,Waiting,CQ3,10:30-10:35
V1,Waiting,CQ3,10:30-10:35
V7,Waiting,CQ3,10:35-10:40
V1,Waiting,CQ3,10:35-10:40
V19,Waiting,CQ3,10:40-10:45
V7,Waiting,CQ3,10:40-10:45
V4,Waiting,CQ3,10:45-10:50
V6,Waiting,CQ3,10:45-10:50
V13,Waiting,CQ3,10:50-10:55
V13,Waiting,CQ3,10:55-11:00
V10,Waiting,CQ3,10:55-11:00
V14,Waiting,CQ3,11:00-11:05
V13,Waiting,CQ3,11:00-11:05
V13,Waiting,CQ3,11:05-11:10
V14,Waiting,CQ3,11:05-11:10
V13,Waiting,CQ3,11:10-11:15
V14,Waiting,CQ3,11:10-11:15
V5,Waiting,CQ3,11:15-11:20
V13,Waiting,CQ3,11:20-11:25
V13,Waiting,CQ3,11:25-11:30
V11,Waiting,CQ3,11:25-11:30
