Vessel,Task,Wharf,Time
V4,Waiting,CQ2,05:55-06:00
V2,Waiting,CQ2,06:00-06:05
V4,Charging,CQ2,06:00-06:05
V2,Charging,CQ2,06:05-06:10
V4,Waiting,CQ2,06:05-06:10
V2,Waiting,CQ2,06:10-06:15
V9,3,CQ2,07:00-07:05
V8,1,CQ2,07:05-07:10
V8,1,CQ2,07:10-07:15
V8,1,CQ2,07:15-07:20
V10,3,CQ2,07:30-07:35
V17,2,CQ2,07:30-07:35
V9,1,CQ2,07:35-07:40
V9,1,CQ2,07:40-07:45
V9,1,CQ2,07:45-07:50
V17,2,CQ2,07:45-07:50
V3,4,CQ2,07:55-08:00
V11,3,CQ2,08:00-08:05
V3,4,CQ2,08:00-08:05
V10,1,CQ2,08:05-08:10
V10,1,CQ2,08:10-08:15
V10,1,CQ2,08:15-08:20
V1,3,CQ2,08:30-08:35
V14,2,CQ2,08:30-08:35
V11,1,CQ2,08:35-08:40
V11,1,CQ2,08:40-08:45
V11,1,CQ2,08:45-08:50
V14,2,CQ2,08:45-08:50
V5,4,CQ2,08:55-09:00
V2,3,CQ2,09:00-09:05
V5,4,CQ2,09:00-09:05
V1,1,CQ2,09:05-09:10
V1,1,CQ2,09:10-09:15
V1,1,CQ2,09:15-09:20
V17,2,CQ2,09:30-09:35
V3,3,CQ2,09:30-09:35
V2,1,CQ2,09:35-09:40
V2,1,CQ2,09:40-09:45
V17,2,CQ2,09:45-09:50
V2,1,CQ2,09:45-09:50
V4,3,CQ2,10:00-10:05
V8,4,CQ2,10:25-10:30
V8,4,CQ2,10:30-10:35
V5,3,CQ2,10:30-10:35
V4,1,CQ2,10:35-10:40
V4,1,CQ2,10:40-10:45
V4,1,CQ2,10:45-10:50
V4,Waiting,CQ2,10:50-10:55
V9,4,CQ2,10:55-11:00
V4,Charging,CQ2,10:55-11:00
V9,4,CQ2,11:00-11:05
V4,Waiting,CQ2,11:00-11:05
V5,1,CQ2,11:05-11:10
V5,1,CQ2,11:10-11:15
V3,Waiting,CQ2,11:10-11:15
V5,1,CQ2,11:15-11:20
