Vessel,Task,Wharf,Time
V17,Waiting,CQ5,05:45-05:50
V16,Waiting,CQ5,05:45-05:50
V17,Charging,CQ5,05:50-05:55
V16,Charging,CQ5,05:50-05:55
V17,Charging,CQ5,05:55-06:00
V16,Waiting,CQ5,05:55-06:00
V13,Waiting,CQ5,06:00-06:05
V17,Charging,CQ5,06:00-06:05
V17,Waiting,CQ5,06:05-06:10
V13,Charging,CQ5,06:05-06:10
V17,Charging,CQ5,06:10-06:15
V13,Waiting,CQ5,06:10-06:15
V17,Waiting,CQ5,06:15-06:20
V5,Waiting,CQ5,06:15-06:20
V5,Charging,CQ5,06:20-06:25
V3,Waiting,CQ5,06:20-06:25
V5,Charging,CQ5,06:25-06:30
V3,Charging,CQ5,06:25-06:30
V3,Charging,CQ5,06:30-06:35
V5,Charging,CQ5,06:30-06:35
V3,Charging,CQ5,06:35-06:40
V5,Waiting,CQ5,06:35-06:40
V3,Charging,CQ5,06:40-06:45
V3,Charging,CQ5,06:45-06:50
V3,Charging,CQ5,06:50-06:55
V3,Waiting,CQ5,06:55-07:00
V3,Waiting,CQ5,08:50-08:55
V13,Waiting,CQ5,09:05-09:10
V16,Waiting,CQ5,09:20-09:25
V5,Waiting,CQ5,09:40-09:45
V5,Charging,CQ5,09:45-09:50
V5,Waiting,CQ5,09:50-09:55
V7,Waiting,CQ5,10:10-10:15
V7,Charging,CQ5,10:15-10:20
V7,Waiting,CQ5,10:20-10:25
V13,Waiting,CQ5,10:30-10:35
V13,Charging,CQ5,10:35-10:40
V13,Charging,CQ5,10:40-10:45
V13,Waiting,CQ5,10:45-10:50
V11,Waiting,CQ5,11:00-11:05
V11,Charging,CQ5,11:05-11:10
V11,Charging,CQ5,11:10-11:15
V11,Charging,CQ5,11:15-11:20
V11,Waiting,CQ5,11:20-11:25
V5,Waiting,CQ5,11:20-11:25
V5,Waiting,CQ5,11:25-11:30
