Vessel,Task,Wharf,Time
V15,Waiting,Bar2,05:40-05:45
V14,Waiting,Bar2,05:40-05:45
V14,Charging,Bar2,05:45-05:50
V15,Charging,Bar2,05:45-05:50
V14,Waiting,Bar2,05:50-05:55
V15,Waiting,Bar2,05:50-05:55
V14,Charging,Bar2,05:55-06:00
V15,Charging,Bar2,05:55-06:00
V15,Charging,Bar2,06:00-06:05
V14,Charging,Bar2,06:00-06:05
V15,Charging,Bar2,06:05-06:10
V14,Charging,Bar2,06:05-06:10
V14,Charging,Bar2,06:10-06:15
V15,Charging,Bar2,06:10-06:15
V14,Waiting,Bar2,06:15-06:20
V15,Charging,Bar2,06:15-06:20
V15,Charging,Bar2,06:20-06:25
V11,Waiting,Bar2,06:20-06:25
V11,Charging,Bar2,06:25-06:30
V15,Charging,Bar2,06:25-06:30
V11,Charging,Bar2,06:30-06:35
V15,Charging,Bar2,06:30-06:35
V15,Waiting,Bar2,06:35-06:40
V11,Charging,Bar2,06:35-06:40
V11,Charging,Bar2,06:40-06:45
V19,Waiting,Bar2,06:40-06:45
V11,Charging,Bar2,06:45-06:50
V19,Charging,Bar2,06:45-06:50
V11,Charging,Bar2,06:50-06:55
V19,Waiting,Bar2,06:50-06:55
V11,Charging,Bar2,06:55-07:00
V11,Charging,Bar2,07:00-07:05
V11,Waiting,Bar2,07:05-07:10
V18,Waiting,Bar2,07:20-07:25
V1,Waiting,Bar2,07:25-07:30
V1,Charging,Bar2,07:30-07:35
V1,Waiting,Bar2,07:35-07:40
V19,Waiting,Bar2,07:35-07:40
V19,Charging,Bar2,07:40-07:45
V19,Charging,Bar2,07:45-07:50
V19,Waiting,Bar2,07:50-07:55
V3,Waiting,Bar2,08:15-08:20
V3,Charging,Bar2,08:20-08:25
V18,Waiting,Bar2,08:20-08:25
V3,Waiting,Bar2,08:25-08:30
V19,Waiting,Bar2,08:35-08:40
V4,Waiting,Bar2,08:40-08:45
V19,Charging,Bar2,08:40-08:45
V4,Charging,Bar2,08:45-08:50
V19,Charging,Bar2,08:45-08:50
V19,Waiting,Bar2,08:50-08:55
V4,Charging,Bar2,08:50-08:55
V4,Waiting,Bar2,08:55-09:00
V18,Waiting,Bar2,09:20-09:25
V19,Waiting,Bar2,09:35-09:40
V19,Charging,Bar2,09:40-09:45
V17,Waiting,Bar2,09:45-09:50
V19,Charging,Bar2,09:45-09:50
V17,Charging,Bar2,09:50-09:55
V19,Waiting,Bar2,09:50-09:55
V15,Waiting,Bar2,09:55-10:00
V17,Charging,Bar2,09:55-10:00
V17,Charging,Bar2,10:00-10:05
V15,Charging,Bar2,10:00-10:05
V15,Charging,Bar2,10:05-10:10
V17,Charging,Bar2,10:05-10:10
V17,Charging,Bar2,10:10-10:15
V15,Charging,Bar2,10:10-10:15
V17,Charging,Bar2,10:15-10:20
V15,Charging,Bar2,10:15-10:20
V17,Charging,Bar2,10:20-10:25
V15,Charging,Bar2,10:20-10:25
V17,Charging,Bar2,10:25-10:30
V15,Charging,Bar2,10:25-10:30
V17,Charging,Bar2,10:30-10:35
V15,Charging,Bar2,10:30-10:35
V17,Charging,Bar2,10:35-10:40
V15,Charging,Bar2,10:35-10:40
V15,Charging,Bar2,10:40-10:45
V17,Charging,Bar2,10:40-10:45
V17,Charging,Bar2,10:45-10:50
V15,Waiting,Bar2,10:45-10:50
V16,Waiting,Bar2,10:50-10:55
V17,Charging,Bar2,10:50-10:55
V16,Charging,Bar2,10:55-11:00
V17,Charging,Bar2,10:55-11:00
V16,Charging,Bar2,11:00-11:05
V17,Charging,Bar2,11:00-11:05
V16,Waiting,Bar2,11:05-11:10
V17,Charging,Bar2,11:05-11:10
V15,Waiting,Bar2,11:10-11:15
V17,Charging,Bar2,11:10-11:15
V17,Charging,Bar2,11:15-11:20
V15,Charging,Bar2,11:15-11:20
V15,Charging,Bar2,11:20-11:25
V17,Charging,Bar2,11:20-11:25
V17,Waiting,Bar2,11:25-11:30
V15,Waiting,Bar2,11:25-11:30
