Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
phi_Bar1,05:40,1.0
Rebalancing,05:45,0.9394
PB1,05:50,0.9394
PB1,05:55,0.9394
PB1,06:00,0.9394
Rebalancing,06:05,0.8788
Rebalancing,06:10,0.8182
Rebalancing,06:15,0.7576
phi_CQEXTRA1,06:20,0.8856
CQEXTRA1,06:25,1.0
phi_CQEXTRA1,06:30,1.0
3 cont.,06:35,0.965
3 cont.,06:40,0.9299999999999999
3 cont.,06:45,0.8949999999999999
3 cont.,06:50,0.8599999999999999
3 cont.,06:55,0.8249999999999998
3 cont.,07:00,0.7899999999999998
3 cont.,07:05,0.7549999999999998
3 cont.,07:10,0.7199999999999998
3 cont.,07:15,0.6849999999999997
3 cont.,07:20,0.6499999999999997
3 cont.,07:25,0.6149999999999997
3 cont.,07:30,0.5799999999999996
10 cont.,07:35,0.5729999999999996
10 cont.,07:40,0.5659999999999996
10 cont.,07:45,0.5589999999999996
10 cont.,07:50,0.5519999999999996
10 cont.,07:55,0.5449999999999996
10 cont.,08:00,0.5379999999999996
10 cont.,08:05,0.5309999999999996
10 cont.,08:10,0.5239999999999996
10 cont.,08:15,0.5169999999999996
10 cont.,08:20,0.5099999999999996
10 cont.,08:25,0.5029999999999996
phi_CQEXTRA1,08:30,0.6309999999999996
Rebalancing,08:35,0.5703999999999996
Rebalancing,08:40,0.5097999999999996
phi_Bar1,08:45,0.6377999999999996
Bar1,08:50,0.7977999999999996
phi_Bar1,08:55,0.9257999999999996
Rebalancing,09:00,0.8651999999999996
Rebalancing,09:05,0.8045999999999996
4 cont.,09:10,0.7985999999999996
4 cont.,09:15,0.7925999999999996
4 cont.,09:20,0.7865999999999996
4 cont.,09:25,0.7805999999999996
4 cont.,09:30,0.7745999999999996
4 cont.,09:35,0.7685999999999996
4 cont.,09:40,0.7625999999999996
4 cont.,09:45,0.7565999999999996
4 cont.,09:50,0.7505999999999996
4 cont.,09:55,0.7445999999999996
4 cont.,10:00,0.7385999999999996
phi_CQEXTRA2,10:05,0.8665999999999996
1 cont.,10:10,0.8725999999999996
1 cont.,10:15,0.8785999999999996
1 cont.,10:20,0.8845999999999996
1 cont.,10:25,0.8905999999999996
1 cont.,10:30,0.8965999999999996
1 cont.,10:35,0.9025999999999996
1 cont.,10:40,0.9085999999999996
1 cont.,10:45,0.9145999999999996
Rebalancing,10:50,0.8539999999999996
Rebalancing,10:55,0.7933999999999997
Rebalancing,11:00,0.7327999999999997
cp_BSY3 cont.,11:05,0.7327999999999997
cp_BSY3 cont.,11:10,0.7327999999999997
cp_BSY3 cont.,11:15,0.7327999999999997
cp_BSY3 cont.,11:20,0.7327999999999997
cp_BSY3 cont.,11:25,0.7327999999999997
cp_BSY3 cont.,11:30,0.7327999999999997
