Vessel,Time,Value
V1,05:30,0.9394
V1,05:35,0.9394
V1,05:40,0.8788
V1,05:45,0.8181999999999998
V1,05:50,0.8071846160029301
V1,05:55,0.9343846160029302
V1,06:00,0.8737846160029302
V1,06:05,0.8131846160029302
V1,06:10,0.8131846160029302
V1,06:15,0.8131846160029302
V1,06:20,0.8131846160029302
V1,06:25,0.8131846160029302
V1,06:30,0.8131846160024968
V1,06:35,0.8131846160020634
V1,06:40,0.940384616003302
V1,06:45,0.9054755250029912
V1,06:50,0.8705664340026826
V1,06:55,0.8356573430023719
V1,07:00,0.8356573430024787
V1,07:05,0.800748252002274
V1,07:10,0.7658391610020703
V1,07:15,0.7309300700020702
V1,07:20,0.6960209790020702
V1,07:25,0.6611118880020701
V1,07:30,0.6611118880020701
V1,07:35,0.62620279700207
V1,07:40,0.59129370600207
V1,07:45,0.578251748000822
V1,07:50,0.565209789999574
V1,07:55,0.5521678319999972
V1,08:00,0.5391258740004204
V1,08:05,0.5391258740000842
V1,08:10,0.5391258739989522
V1,08:15,0.5391258739994914
V1,08:20,0.5260839159999147
V1,08:25,0.5130419579999044
V1,08:30,0.5
V1,08:35,0.5
V1,08:40,0.6272000000012372
V1,08:45,0.7862000000026517
V1,08:50,0.9134000000037836
V1,08:55,0.9012114480036753
V1,09:00,0.8890228960036726
V1,09:05,0.8768343440036699
V1,09:10,0.8646457920036672
V1,09:15,0.8524572400035575
V1,09:20,0.852457240004095
V1,09:25,0.8524572400046326
V1,09:30,0.8524572400051706
V1,09:35,0.7320159969981529
V1,09:40,0.7198274449985838
V1,09:45,0.707638892998786
V1,09:50,0.6887626299989231
V1,09:55,0.6698863669990673
V1,10:00,0.6510101039988994
V1,10:05,0.632133840999043
V1,10:10,0.6132575779991876
V1,10:15,0.5943813149990196
V1,10:20,0.5943813149990207
V1,10:25,0.5943813149991265
V1,10:30,0.5943813149992323
V1,10:35,0.5755050519991701
V1,10:40,0.556628788999108
V1,10:45,0.53775252599894
V1,10:50,0.518876262998772
V1,10:55,0.5
V1,11:00,0.5
V1,11:05,0.6211999999998942
V1,11:10,0.5605999999999859
V1,11:15,0.5
V1,11:20,0.5
V1,11:25,0.5
