Vessel,Time,Value
V13,05:30,0.9697
V13,05:35,0.9697000000000012
V13,05:40,0.9394000000000022
V13,05:45,0.9091000000000032
V13,05:50,0.8728
V13,05:55,1.0
V13,06:00,0.983997326
V13,06:05,0.967994652
V13,06:10,0.951991978
V13,06:15,0.935989304
V13,06:20,0.91998663
V13,06:25,0.903983956
V13,06:30,0.903983956
V13,06:35,0.903983956
V13,06:40,0.903983956
V13,06:45,0.887981282
V13,06:50,0.871978608
V13,06:55,0.855975934
V13,07:00,0.83997326
V13,07:05,0.83997326
V13,07:10,0.9671732600003872
V13,07:15,0.9396011980003872
V13,07:20,0.9120291360003874
V13,07:25,0.8844570740003874
V13,07:30,0.8844570740003874
V13,07:35,0.8844570740003874
V13,07:40,0.8844570740003874
V13,07:45,0.8568850120003875
V13,07:50,0.8293129500003875
V13,07:55,0.8293129500003875
V13,08:00,0.8133102760003875
V13,08:05,0.7973076020003875
V13,08:10,0.7813049280003875
V13,08:15,0.7653022540003875
V13,08:20,0.7492995800003875
V13,08:25,0.7332969060003875
V13,08:30,0.7332969060003875
V13,08:35,0.7332969060003875
V13,08:40,0.7332969060003875
V13,08:45,0.7172942320003876
V13,08:50,0.7012915580003876
V13,08:55,0.6852888840003876
V13,09:00,0.6692862100003876
V13,09:05,0.6692862100003876
V13,09:10,0.6532835360003876
V13,09:15,0.6372808620003876
V13,09:20,0.6212781880003876
V13,09:25,0.6052755140003876
V13,09:30,0.5892728400003876
V13,09:35,0.5732701660003876
V13,09:40,0.5732701660003876
V13,09:45,0.5732701660003876
V13,09:50,0.5732701660003876
V13,09:55,0.5572674920003876
V13,10:00,0.5412648180003876
V13,10:05,0.5252621440003876
V13,10:10,0.5092594700003876
V13,10:15,0.5092594700003876
V13,10:20,0.6364594700003876
V13,10:25,0.6364594700003876
V13,10:30,0.6212
V13,10:35,0.5909
V13,10:40,0.5606
V13,10:45,0.5606
V13,10:50,0.5606
V13,10:55,0.5606
V13,11:00,0.5606
V13,11:05,0.5606
V13,11:10,0.5606
V13,11:15,0.5303
V13,11:20,0.5
V13,11:25,0.5
