Vessel,Time,Value
V18,05:30,0.9697
V18,05:35,0.9697
V18,05:40,0.9394
V18,05:45,0.9090999999999998
V18,05:50,0.8787999999999996
V18,05:55,0.8484999999999994
V18,06:00,0.8181999999999989
V18,06:05,0.7878999999999989
V18,06:10,0.7575999999999987
V18,06:15,0.8263064959999998
V18,06:20,0.9535064959999998
V18,06:25,0.9535064959999998
V18,06:30,0.9393344179999998
V18,06:35,0.92516234
V18,06:40,0.910990262
V18,06:45,0.8968181839999999
V18,06:50,0.8826461059999999
V18,06:55,0.8826461059999999
V18,07:00,0.8826461059999999
V18,07:05,0.8826461059999999
V18,07:10,0.868474028
V18,07:15,0.85430195
V18,07:20,0.8401298719999999
V18,07:25,0.8401298719999999
V18,07:30,0.8259577939999999
V18,07:35,0.8117857159999999
V18,07:40,0.797613638
V18,07:45,0.78344156
V18,07:50,0.769269482
V18,07:55,0.769269482
V18,08:00,0.769269482
V18,08:05,0.7692694819999999
V18,08:10,0.7550974039999999
V18,08:15,0.7409253259999999
V18,08:20,0.726753248
V18,08:25,0.726753248
V18,08:30,0.7125811699999999
V18,08:35,0.6984090919999999
V18,08:40,0.6842370139999999
V18,08:45,0.6700649359999999
V18,08:50,0.655892858
V18,08:55,0.655892858
V18,09:00,0.655892858
V18,09:05,0.6558928579999999
V18,09:10,0.6417207799999999
V18,09:15,0.6275487019999999
V18,09:20,0.6133766239999999
V18,09:25,0.6133766239999999
V18,09:30,0.5992045459999998
V18,09:35,0.5850324679999999
V18,09:40,0.5708603899999999
V18,09:45,0.5566883119999999
V18,09:50,0.5425162339999999
V18,09:55,0.5425162339999999
V18,10:00,0.5425162339999999
V18,10:05,0.5425162339999999
V18,10:10,0.528344156
V18,10:15,0.514172078
V18,10:20,0.5
V18,10:25,0.5
V18,10:30,0.6272
V18,10:35,0.5969
V18,10:40,0.5666
V18,10:45,0.5666
V18,10:50,0.5303
V18,10:55,0.5
V18,11:00,0.6212
V18,11:05,0.5606
V18,11:10,0.5303
V18,11:15,0.5
V18,11:20,0.5
V18,11:25,0.5
