Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
EC3,Waiting,Barangaroo,Bar5,05:35,Barangaroo,Bar5,05:40
EC3,Waiting,Barangaroo,Bar2,05:40,Barangaroo,Bar2,05:45
EC3,Waiting,Barangaroo,Bar4,05:45,Barangaroo,Bar4,05:50
EC3,Waiting,Barangaroo,Bar5,05:50,Barangaroo,Bar5,05:55
EC3,Waiting,Barangaroo,Bar5,05:55,Barangaroo,Bar5,06:00
EC3,Waiting,Barangaroo,Bar4,06:00,Barangaroo,Bar4,06:05
EC3,Waiting,Barangaroo,Bar5,06:05,Barangaroo,Bar5,06:10
EC3,Waiting,Barangaroo,Bar1,06:10,Barangaroo,Bar1,06:15
EC3,7,Circular Quay,CQ1,06:30,Pyrmont Bay,PB1,06:59
EC3,Waiting,Barangaroo,Bar4,07:05,Barangaroo,Bar4,07:10
EC3,Waiting,Barangaroo,Bar4,07:10,Barangaroo,Bar4,07:15
EC3,Waiting,Barangaroo,Bar4,07:15,Barangaroo,Bar4,07:20
EC3,14,Circular Quay,CQ1,07:35,Cockatoo Island,CI1,08:09
EC3,Waiting,Cockatoo Island,CI1,08:10,Cockatoo Island,CI1,08:15
EC3,15,Cockatoo Island,CI1,08:20,Circular Quay,CQ1,08:52
EC3,Waiting,Circular Quay,CQ3,08:55,Circular Quay,CQ3,09:00
EC3,Waiting,Circular Quay,CQ1,09:00,Circular Quay,CQ1,09:05
EC3,Waiting,Cabarita,Cab1,09:30,Cabarita,Cab1,09:35
EC3,Waiting,Woolwich,Wl1,09:50,Woolwich,Wl1,09:55
EC3,Waiting,Balmain Shipyard,BSY1,10:05,Balmain Shipyard,BSY1,10:10
EC3,Waiting,Circular Quay,CQ3,10:25,Circular Quay,CQ3,10:30
EC3,Waiting,Circular Quay,CQ3,10:30,Circular Quay,CQ3,10:35
EC3,Waiting,Circular Quay,CQ3,10:35,Circular Quay,CQ3,10:40
EC3,4,Taronga Zoo,TZ1,10:55,Circular Quay,CQ4,11:23
EC3,Waiting,Circular Quay,CQ5,11:25,Circular Quay,CQ5,11:30
