Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
RR5,16,Circular Quay,CQ1,06:25,Watsons Bay,WB1,06:55
RR5,Waiting,Cabarita,Cab1,07:35,Cabarita,Cab1,07:40
RR5,Waiting,Cabarita,Cab1,07:40,Cabarita,Cab1,07:45
RR5,Waiting,Cabarita,Cab1,07:45,Cabarita,Cab1,07:50
RR5,Waiting,Cabarita,Cab1,07:50,Cabarita,Cab1,07:55
RR5,Waiting,Cabarita,Cab1,07:55,Cabarita,Cab1,08:00
RR5,Charging,Cabarita,Cab1,08:00,Cabarita,Cab1,08:05
RR5,Charging,Cabarita,Cab1,08:05,Cabarita,Cab1,08:10
RR5,Waiting,Cabarita,Cab1,08:10,Cabarita,Cab1,08:15
RR5,Waiting,Circular Quay,CQ3,08:40,Circular Quay,CQ3,08:45
RR5,Waiting,Circular Quay,CQ3,08:45,Circular Quay,CQ3,08:50
RR5,Waiting,Circular Quay,CQ3,08:50,Circular Quay,CQ3,08:55
RR5,Crew pause,Circular Quay,CQ4,09:00,Circular Quay,CQ4,09:09
RR5,Waiting,Circular Quay,CQ1,09:15,Circular Quay,CQ1,09:20
RR5,Crew pause,Circular Quay,CQ5,09:25,Circular Quay,CQ5,09:34
RR5,Crew pause,Circular Quay,CQ5,09:45,Circular Quay,CQ5,09:54
RR5,Crew pause,Barangaroo,Bar4,10:10,Barangaroo,Bar4,10:19
RR5,Crew pause,Circular Quay,CQ5,10:35,Circular Quay,CQ5,10:44
RR5,Crew pause,Circular Quay,CQ4,10:50,Circular Quay,CQ4,10:59
RR5,Waiting,Balmain Shipyard,BSY1,11:15,Balmain Shipyard,BSY1,11:20
RR5,Waiting,Balmain Shipyard,BSY1,11:20,Balmain Shipyard,BSY1,11:25
RR5,Waiting,Balmain Shipyard,BSY5,11:25,Balmain Shipyard,BSY5,11:30
