Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
FF5,Waiting,Taronga Zoo,TZ1,05:40,Taronga Zoo,TZ1,05:45
FF5,Waiting,Taronga Zoo,TZ1,05:45,Taronga Zoo,TZ1,05:50
FF5,Waiting,Circular Quay,CQ5,06:05,Circular Quay,CQ5,06:10
FF5,Waiting,Circular Quay,CQ2,06:10,Circular Quay,CQ2,06:15
FF5,Waiting,Circular Quay,CQ5,06:15,Circular Quay,CQ5,06:20
FF5,Waiting,Circular Quay,CQ1,06:20,Circular Quay,CQ1,06:25
FF5,Waiting,Circular Quay,CQ1,06:25,Circular Quay,CQ1,06:30
FF5,13,Double Bay,DB1,06:45,Circular Quay,CQ3,07:06
FF5,12,Circular Quay,CQ1,07:15,Double Bay,DB1,07:36
FF5,Waiting,Double Bay,DB1,07:45,Double Bay,DB1,07:50
FF5,13,Double Bay,DB1,07:55,Circular Quay,CQ3,08:16
FF5,Waiting,Circular Quay,CQ4,08:20,Circular Quay,CQ4,08:25
FF5,Waiting,Circular Quay,CQ3,08:25,Circular Quay,CQ3,08:30
FF5,Waiting,Circular Quay,CQ4,08:30,Circular Quay,CQ4,08:35
FF5,Waiting,Circular Quay,CQ3,08:35,Circular Quay,CQ3,08:40
FF5,Waiting,Circular Quay,CQ1,08:45,Circular Quay,CQ1,08:50
FF5,Waiting,Circular Quay,CQ5,08:50,Circular Quay,CQ5,08:55
FF5,Waiting,Circular Quay,CQ5,08:55,Circular Quay,CQ5,09:00
FF5,Waiting,Balmain Shipyard,BSY1,09:15,Balmain Shipyard,BSY1,09:20
FF5,Waiting,Balmain Shipyard,BSY1,09:20,Balmain Shipyard,BSY1,09:25
FF5,Crew pause,Barangaroo,Bar2,09:35,Barangaroo,Bar2,09:44
FF5,Waiting,Barangaroo,Bar4,09:45,Barangaroo,Bar4,09:50
FF5,Waiting,Circular Quay,CQ5,10:05,Circular Quay,CQ5,10:10
FF5,Charging,Circular Quay,CQ5,10:10,Circular Quay,CQ5,10:15
FF5,Charging,Circular Quay,CQ5,10:15,Circular Quay,CQ5,10:20
FF5,Waiting,Circular Quay,CQ5,10:20,Circular Quay,CQ5,10:25
FF5,Waiting,Circular Quay,CQ2,10:25,Circular Quay,CQ2,10:30
FF5,Waiting,Barangaroo,Bar4,10:45,Barangaroo,Bar4,10:50
FF5,Waiting,Barangaroo,Bar4,10:50,Barangaroo,Bar4,10:55
FF5,Crew pause,Balmain Shipyard,BSY1,11:05,Balmain Shipyard,BSY1,11:14
FF5,Waiting,Balmain Shipyard,BSY1,11:15,Balmain Shipyard,BSY1,11:20
FF5,Waiting,Balmain Shipyard,BSY2,11:20,Balmain Shipyard,BSY2,11:25
FF5,Waiting,Balmain Shipyard,BSY3,11:25,Balmain Shipyard,BSY3,11:30
