Vessel,Task,Wharf,Time
EC3,Waiting,CQ5,05:45-05:50
EC3,Waiting,CQ5,05:50-05:55
RR10,Waiting,CQ5,05:55-06:00
RR1,Crew pause,CQ5,05:55-06:00
RR1,Crew pause,CQ5,06:00-06:05
RR6,Waiting,CQ5,06:05-06:10
RR1,Crew pause,CQ5,06:20-06:25
RR1,Crew pause,CQ5,06:25-06:30
FF7,Waiting,CQ5,06:35-06:40
EC5,Waiting,CQ5,06:35-06:40
FF3,8,CQ5,06:40-06:45
FF3,8,CQ5,06:45-06:50
24M,Waiting,CQ5,06:45-06:50
RR3,Waiting,CQ5,06:50-06:55
24M,Waiting,CQ5,06:55-07:00
RR12,9,CQ5,07:00-07:05
RR8,Waiting,CQ5,07:05-07:10
RR12,9,CQ5,07:05-07:10
RR12,Crew pause,CQ5,07:10-07:15
RR12,9,CQ5,07:10-07:15
RR12,Crew pause,CQ5,07:15-07:20
FF7,2,CQ5,07:25-07:30
FF7,2,CQ5,07:30-07:35
24M,9,CQ5,07:35-07:40
24M,9,CQ5,07:40-07:45
FF7,Waiting,CQ5,07:40-07:45
24M,9,CQ5,07:45-07:50
EC1,Crew pause,CQ5,07:45-07:50
EC1,Crew pause,CQ5,07:50-07:55
FF8,9,CQ5,08:10-08:15
FF8,9,CQ5,08:15-08:20
FF8,9,CQ5,08:20-08:25
FF2,Waiting,CQ5,08:25-08:30
FF2,Waiting,CQ5,08:30-08:35
FF2,Waiting,CQ5,08:40-08:45
EC5,Crew pause,CQ5,08:45-08:50
EC4,13,CQ5,08:50-08:55
EC5,Crew pause,CQ5,08:50-08:55
RR3,Waiting,CQ5,08:55-09:00
EC4,13,CQ5,08:55-09:00
EC4,Waiting,CQ5,09:00-09:05
RR3,Crew pause,CQ5,09:20-09:25
EC3,4,CQ5,09:25-09:30
RR3,Crew pause,CQ5,09:25-09:30
EC3,4,CQ5,09:30-09:35
EC3,4,CQ5,09:35-09:40
24M,Waiting,CQ5,09:45-09:50
24M,Charging,CQ5,09:50-09:55
24M,Waiting,CQ5,09:55-10:00
FF8,Crew pause,CQ5,10:00-10:05
FF8,Crew pause,CQ5,10:05-10:10
EC1,Waiting,CQ5,10:10-10:15
FF8,Crew pause,CQ5,10:15-10:20
RR8,Waiting,CQ5,10:20-10:25
FF8,Crew pause,CQ5,10:20-10:25
RR3,Waiting,CQ5,10:25-10:30
RR5,Crew pause,CQ5,10:30-10:35
RR5,Crew pause,CQ5,10:35-10:40
EC2,Crew pause,CQ5,10:40-10:45
EC2,Crew pause,CQ5,10:45-10:50
RR1,Waiting,CQ5,10:45-10:50
EC1,Crew pause,CQ5,10:50-10:55
FF8,Waiting,CQ5,10:50-10:55
FF7,Waiting,CQ5,10:55-11:00
EC1,Crew pause,CQ5,10:55-11:00
EC2,Waiting,CQ5,11:00-11:05
RR2,Crew pause,CQ5,11:00-11:05
RR2,Crew pause,CQ5,11:05-11:10
24M,Crew pause,CQ5,11:05-11:10
24M,Crew pause,CQ5,11:10-11:15
FF6,Waiting,CQ5,11:15-11:20
FF4,Waiting,CQ5,11:20-11:25
FF8,Waiting,CQ5,11:25-11:30
FF7,Waiting,CQ5,11:25-11:30
