Vessel,Task,Wharf,Time
RR10,Waiting,CQ3,05:50-05:55
RR12,Waiting,CQ3,06:10-06:15
RR6,Crew pause,CQ3,06:15-06:20
RR6,Crew pause,CQ3,06:20-06:25
EC5,9,CQ3,06:25-06:30
EC5,9,CQ3,06:30-06:35
EC5,9,CQ3,06:35-06:40
RR8,Crew pause,CQ3,06:55-07:00
RR3,Crew pause,CQ3,07:00-07:05
RR8,Crew pause,CQ3,07:00-07:05
RR3,Crew pause,CQ3,07:05-07:10
EC2,Waiting,CQ3,07:15-07:20
RR4,17,CQ3,07:20-07:25
RR12,Waiting,CQ3,07:20-07:25
RR4,17,CQ3,07:25-07:30
FF4,8,CQ3,07:30-07:35
RR4,17,CQ3,07:30-07:35
FF4,8,CQ3,07:35-07:40
24M,Waiting,CQ3,07:45-07:50
FF5,Waiting,CQ3,07:50-07:55
FF6,8,CQ3,07:55-08:00
FF2,2,CQ3,08:00-08:05
FF6,8,CQ3,08:00-08:05
FF2,2,CQ3,08:05-08:10
RR12,Waiting,CQ3,08:05-08:10
RR3,17,CQ3,08:10-08:15
RR3,17,CQ3,08:15-08:20
RR3,17,CQ3,08:20-08:25
FF8,Waiting,CQ3,08:20-08:25
FF2,Waiting,CQ3,08:35-08:40
FF5,15,CQ3,08:40-08:45
FF5,15,CQ3,08:45-08:50
RR3,Crew pause,CQ3,09:00-09:05
RR3,Crew pause,CQ3,09:05-09:10
RR3,Waiting,CQ3,09:30-09:35
EC1,Waiting,CQ3,09:30-09:35
RR9,6,CQ3,09:35-09:40
RR3,Waiting,CQ3,09:35-09:40
RR9,6,CQ3,09:40-09:45
FF6,Crew pause,CQ3,09:45-09:50
FF8,Crew pause,CQ3,09:50-09:55
FF6,Crew pause,CQ3,09:50-09:55
FF8,Crew pause,CQ3,09:55-10:00
EC1,Crew pause,CQ3,09:55-10:00
EC1,Crew pause,CQ3,10:00-10:05
RR5,6,CQ3,10:00-10:05
RR5,6,CQ3,10:05-10:10
RR5,Waiting,CQ3,10:10-10:15
24M,Waiting,CQ3,10:10-10:15
RR10,Waiting,CQ3,10:15-10:20
RR5,Waiting,CQ3,10:15-10:20
24M,Waiting,CQ3,10:20-10:25
RR1,6,CQ3,10:25-10:30
RR1,6,CQ3,10:30-10:35
24M,Waiting,CQ3,10:35-10:40
RR1,Crew pause,CQ3,10:35-10:40
RR1,Crew pause,CQ3,10:40-10:45
RR3,Waiting,CQ3,10:45-10:50
24M,Crew pause,CQ3,10:45-10:50
24M,Crew pause,CQ3,10:50-10:55
FF7,Waiting,CQ3,10:50-10:55
RR1,Crew pause,CQ3,10:55-11:00
RR1,Crew pause,CQ3,11:00-11:05
FF8,Waiting,CQ3,11:05-11:10
FF8,Waiting,CQ3,11:10-11:15
FF7,Waiting,CQ3,11:10-11:15
RR2,Waiting,CQ3,11:15-11:20
24M,Crew pause,CQ3,11:15-11:20
24M,Crew pause,CQ3,11:20-11:25
EC5,Waiting,CQ3,11:20-11:25
RR1,Waiting,CQ3,11:25-11:30
RR2,Waiting,CQ3,11:25-11:30
