Vessel,Task,Wharf,Time
V18,Waiting,CQ4,05:40-05:45
V17,Waiting,CQ4,05:40-05:45
V17,Crew pause,CQ4,05:45-05:50
V17,Crew pause,CQ4,05:50-05:55
V15,Waiting,CQ4,05:50-05:55
V17,Crew pause,CQ4,05:55-06:00
V4,Waiting,CQ4,05:55-06:00
V17,Crew pause,CQ4,06:00-06:05
V14,Crew pause,CQ4,06:00-06:05
V17,Waiting,CQ4,06:05-06:10
V14,Crew pause,CQ4,06:05-06:10
V11,Waiting,CQ4,06:10-06:15
V6,Waiting,CQ4,06:10-06:15
V3,Waiting,CQ4,06:25-06:30
V5,Waiting,CQ4,06:25-06:30
V3,Waiting,CQ4,06:30-06:35
V5,Crew pause,CQ4,06:30-06:35
V5,Crew pause,CQ4,06:35-06:40
V2,3,CQ4,06:40-06:45
V1,4,CQ4,06:55-07:00
V7,Waiting,CQ4,07:00-07:05
V1,4,CQ4,07:00-07:05
V3,3,CQ4,07:10-07:15
V14,7,CQ4,07:15-07:20
V14,7,CQ4,07:20-07:25
V5,5,CQ4,07:35-07:40
V6,1,CQ4,07:40-07:45
V5,5,CQ4,07:40-07:45
V6,1,CQ4,07:45-07:50
V6,1,CQ4,07:50-07:55
V16,7,CQ4,07:55-08:00
V16,7,CQ4,08:00-08:05
V17,2,CQ4,08:10-08:15
V1,4,CQ4,08:25-08:30
V2,Waiting,CQ4,08:25-08:30
V17,2,CQ4,08:25-08:30
V8,6,CQ4,08:30-08:35
V1,4,CQ4,08:30-08:35
V12,7,CQ4,08:35-08:40
V8,6,CQ4,08:35-08:40
V12,7,CQ4,08:40-08:45
V8,6,CQ4,08:40-08:45
V14,7,CQ4,09:15-09:20
V14,7,CQ4,09:20-09:25
V7,Crew pause,CQ4,09:20-09:25
V16,Crew pause,CQ4,09:25-09:30
V7,Crew pause,CQ4,09:25-09:30
V16,Crew pause,CQ4,09:30-09:35
V5,6,CQ4,09:30-09:35
V5,6,CQ4,09:35-09:40
V5,6,CQ4,09:40-09:45
V12,2,CQ4,09:50-09:55
V13,Crew pause,CQ4,09:50-09:55
V13,Crew pause,CQ4,09:55-10:00
V12,Crew pause,CQ4,09:55-10:00
V12,Crew pause,CQ4,10:00-10:05
V1,3,CQ4,10:10-10:15
V17,2,CQ4,10:20-10:25
V7,4,CQ4,10:25-10:30
V7,4,CQ4,10:30-10:35
V17,Waiting,CQ4,10:35-10:40
V6,3,CQ4,10:40-10:45
V17,Waiting,CQ4,10:40-10:45
V3,Crew pause,CQ4,10:45-10:50
V3,Crew pause,CQ4,10:50-10:55
V4,Waiting,CQ4,10:50-10:55
V17,Waiting,CQ4,10:55-11:00
V5,4,CQ4,10:55-11:00
V5,4,CQ4,11:00-11:05
V5,Crew pause,CQ4,11:05-11:10
V5,Crew pause,CQ4,11:10-11:15
V4,Crew pause,CQ4,11:10-11:15
V4,Crew pause,CQ4,11:15-11:20
V11,Waiting,CQ4,11:20-11:25
V7,Waiting,CQ4,11:20-11:25
V5,Waiting,CQ4,11:25-11:30
