Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V17,Waiting,Circular Quay,CQ1,05:40,Circular Quay,CQ1,05:45
V17,Waiting,Circular Quay,CQ5,05:45,Circular Quay,CQ5,05:50
V17,Charging,Circular Quay,CQ5,05:50,Circular Quay,CQ5,05:55
V17,Charging,Circular Quay,CQ5,05:55,Circular Quay,CQ5,06:00
V17,Charging,Circular Quay,CQ5,06:00,Circular Quay,CQ5,06:05
V17,Waiting,Circular Quay,CQ5,06:05,Circular Quay,CQ5,06:10
V17,Charging,Circular Quay,CQ5,06:10,Circular Quay,CQ5,06:15
V17,Waiting,Circular Quay,CQ5,06:15,Circular Quay,CQ5,06:20
V17,2,Circular Quay,CQ5,06:20,Circular Quay,CQ2,07:35
V17,7,Circular Quay,CQ2,07:35,Circular Quay,CQ1,08:20
V17,2,Circular Quay,CQ5,08:20,Circular Quay,CQ2,09:35
V17,Waiting,Barangaroo,Bar2,09:45,Barangaroo,Bar2,09:50
V17,Charging,Barangaroo,Bar2,09:50,Barangaroo,Bar2,09:55
V17,Charging,Barangaroo,Bar2,09:55,Barangaroo,Bar2,10:00
V17,Charging,Barangaroo,Bar2,10:00,Barangaroo,Bar2,10:05
V17,Charging,Barangaroo,Bar2,10:05,Barangaroo,Bar2,10:10
V17,Charging,Barangaroo,Bar2,10:10,Barangaroo,Bar2,10:15
V17,Charging,Barangaroo,Bar2,10:15,Barangaroo,Bar2,10:20
V17,Charging,Barangaroo,Bar2,10:20,Barangaroo,Bar2,10:25
V17,Charging,Barangaroo,Bar2,10:25,Barangaroo,Bar2,10:30
V17,Charging,Barangaroo,Bar2,10:30,Barangaroo,Bar2,10:35
V17,Charging,Barangaroo,Bar2,10:35,Barangaroo,Bar2,10:40
V17,Charging,Barangaroo,Bar2,10:40,Barangaroo,Bar2,10:45
V17,Charging,Barangaroo,Bar2,10:45,Barangaroo,Bar2,10:50
V17,Charging,Barangaroo,Bar2,10:50,Barangaroo,Bar2,10:55
V17,Charging,Barangaroo,Bar2,10:55,Barangaroo,Bar2,11:00
V17,Charging,Barangaroo,Bar2,11:00,Barangaroo,Bar2,11:05
V17,Charging,Barangaroo,Bar2,11:05,Barangaroo,Bar2,11:10
V17,Charging,Barangaroo,Bar2,11:10,Barangaroo,Bar2,11:15
V17,Charging,Barangaroo,Bar2,11:15,Barangaroo,Bar2,11:20
V17,Charging,Barangaroo,Bar2,11:20,Barangaroo,Bar2,11:25
V17,Waiting,Barangaroo,Bar2,11:25,Barangaroo,Bar2,11:30
