Vessel,Task,Wharf,Time
V16,Waiting,CQ1,05:40-05:45
V15,Waiting,CQ1,05:40-05:45
V16,Waiting,CQ1,05:45-05:50
V13,Waiting,CQ1,05:50-05:55
V15,Waiting,CQ1,05:55-06:00
V11,F6 - Mosman (peak),CQ1,06:00-06:01
V3,Waiting,CQ1,06:00-06:05
V9,F5 - Neutral Bay,CQ1,06:05-06:06
V17,Waiting,CQ1,06:15-06:20
V4,F8 - Cockatoo Island,CQ1,06:20-06:21
V17,Waiting,CQ1,06:20-06:25
V1,F6 - Mosman (peak),CQ1,06:30-06:31
V3,Waiting,CQ1,06:30-06:35
V3,F5 - Neutral Bay,CQ1,06:35-06:36
V15,Waiting,CQ1,06:40-06:45
V8,Waiting,CQ1,06:45-06:50
V6,F8 - Cockatoo Island,CQ1,06:50-06:51
V7,Waiting,CQ1,06:50-06:55
V8,Waiting,CQ1,06:55-07:00
V7,F6 - Mosman (peak),CQ1,07:00-07:01
V8,Waiting,CQ1,07:00-07:05
V3,F5 - Neutral Bay,CQ1,07:05-07:06
V5,F7 - Double Bay,CQ1,07:12-07:15
V9,F8 - Cockatoo Island,CQ1,07:20-07:21
V8,Waiting,CQ1,07:20-07:25
V4,F8 - Cockatoo Island,CQ1,07:29-07:32
V8,F6 - Mosman (peak),CQ1,07:30-07:31
V4,F5 - Neutral Bay,CQ1,07:35-07:36
V10,Waiting,CQ1,07:45-07:50
V2,Waiting,CQ1,07:45-07:50
V11,F8 - Cockatoo Island,CQ1,07:50-07:51
V10,F6 - Mosman (peak),CQ1,08:00-08:01
V7,Waiting,CQ1,08:00-08:05
V6,F5 - Neutral Bay,CQ1,08:05-08:06
V13,F9 - Rose Bay,CQ1,08:12-08:16
V4,F8 - Cockatoo Island,CQ1,08:20-08:21
V1,Waiting,CQ1,08:20-08:25
V7,Waiting,CQ1,08:25-08:30
V7,F6 - Mosman (peak),CQ1,08:30-08:31
V17,Waiting,CQ1,08:30-08:35
V8,F5 - Neutral Bay,CQ1,08:35-08:36
V9,Waiting,CQ1,08:40-08:45
V6,Waiting,CQ1,08:45-08:50
V10,F6 - Mosman (peak),CQ1,08:48-08:51
V6,F8 - Cockatoo Island,CQ1,08:50-08:51
V11,F8 - Cockatoo Island,CQ1,08:59-09:02
V10,Waiting,CQ1,09:00-09:05
V8,F5 - Neutral Bay,CQ1,09:05-09:06
V1,F7 - Double Bay,CQ1,09:12-09:15
V14,F9 - Watsons Bay,CQ1,09:15-09:17
V11,F8 - Cockatoo Island,CQ1,09:20-09:21
V7,Waiting,CQ1,09:25-09:30
V7,Waiting,CQ1,09:30-09:35
V15,F9 - Rose Bay,CQ1,09:32-09:36
V7,F5 - Neutral Bay,CQ1,09:35-09:36
V4,Waiting,CQ1,09:40-09:45
V17,F9 - Watsons Bay,CQ1,09:45-09:47
V9,Waiting,CQ1,09:45-09:50
V4,F8 - Cockatoo Island,CQ1,09:50-09:51
V6,F8 - Cockatoo Island,CQ1,09:59-10:02
V3,Crew Break,CQ1,10:00-10:30
V7,F5 - Neutral Bay,CQ1,10:05-10:06
V14,Waiting,CQ1,10:25-10:30
V3,Crew Break,CQ1,10:30-11:00
V17,F9 - Watsons Bay,CQ1,10:43-10:47
V17,Waiting,CQ1,10:50-10:55
V10,Waiting,CQ1,10:55-11:00
V15,Crew Break,CQ1,11:00-11:30
V10,Waiting,CQ1,11:05-11:10
V4,Waiting,CQ1,11:10-11:15
V4,Waiting,CQ1,11:15-11:20
V1,Waiting,CQ1,11:20-11:25
V14,Waiting,CQ1,11:25-11:30
