Vessel,Task,Wharf,Time
V7,Waiting,Bar4,05:35-05:40
V9,Waiting,Bar4,05:35-05:40
V10,Waiting,Bar4,05:40-05:45
V7,Crew Break,Bar4,05:40-06:10
V5,Crew Break,Bar4,05:45-06:15
V1,Waiting,Bar4,06:10-06:15
V10,Waiting,Bar4,06:25-06:30
V19,Waiting,Bar4,06:55-07:00
V19,F11 - Blackwattle Bay,Bar4,08:53-08:56
V13,Crew Break,Bar4,09:40-10:10
V19,Waiting,Bar4,10:05-10:10
V13,Waiting,Bar4,10:10-10:15
V19,Waiting,Bar4,10:10-10:15
V19,Crew Break,Bar4,10:15-10:45
V6,Waiting,Bar4,10:20-10:25
V6,Waiting,Bar4,10:25-10:30
V8,Crew Break,Bar4,10:35-11:05
V18,Waiting,Bar4,10:50-10:55
V7,Crew Break,Bar4,10:55-11:25
V6,Waiting,Bar4,11:05-11:10
V6,Waiting,Bar4,11:10-11:15
V19,Waiting,Bar4,11:20-11:25
V19,Waiting,Bar4,11:25-11:30
V11,Waiting,Bar4,11:25-11:30
