Vessel,Task,Wharf,Time
V17,Waiting,CQ2,05:40-05:45
V12,Waiting,CQ2,05:40-05:45
V17,Crew Break,CQ2,05:45-06:15
V9,Waiting,CQ2,05:50-05:55
V12,Waiting,CQ2,05:55-06:00
V12,F4 - Pyrmont Bay,CQ2,06:00-06:01
V4,Waiting,CQ2,06:15-06:20
V13,F4 - Pyrmont Bay,CQ2,06:20-06:21
V6,Crew Break,CQ2,06:20-06:50
V9,F5 - Neutral Bay,CQ2,06:32-06:35
V16,F4 - Pyrmont Bay,CQ2,06:40-06:41
V15,Waiting,CQ2,06:50-06:55
V14,F9 - Rose Bay,CQ2,06:52-06:56
V7,Waiting,CQ2,06:55-07:00
V14,F4 - Pyrmont Bay,CQ2,07:00-07:01
V3,F5 - Neutral Bay,CQ2,07:02-07:05
V17,F9 - Rose Bay,CQ2,07:12-07:16
V9,Waiting,CQ2,07:15-07:20
V17,F4 - Pyrmont Bay,CQ2,07:20-07:21
V8,Waiting,CQ2,07:25-07:30
V3,F5 - Neutral Bay,CQ2,07:32-07:35
V10,F2 - Zoo/Mosman (Peak),CQ2,07:34-07:37
V15,F4 - Pyrmont Bay,CQ2,07:40-07:41
V11,F7 - Double Bay,CQ2,07:42-07:45
V16,Waiting,CQ2,07:50-07:55
V12,F9 - Rose Bay,CQ2,07:52-07:56
V12,F4 - Pyrmont Bay,CQ2,08:00-08:01
V5,F2 - Zoo/Mosman (Peak),CQ2,08:04-08:07
V4,Waiting,CQ2,08:10-08:15
V1,F7 - Double Bay,CQ2,08:12-08:15
V1,Waiting,CQ2,08:15-08:20
V13,F4 - Pyrmont Bay,CQ2,08:20-08:21
V7,Waiting,CQ2,08:20-08:25
V16,F9 - Rose Bay,CQ2,08:32-08:36
V3,F2 - Zoo/Mosman (Peak),CQ2,08:34-08:37
V16,F4 - Pyrmont Bay,CQ2,08:40-08:41
V6,Waiting,CQ2,08:40-08:45
V3,Waiting,CQ2,08:45-08:50
V3,F6 - Mosman (off peak),CQ2,08:50-08:51
V5,F2 - Taronga Zoo (off peak),CQ2,08:51-08:55
V2,Waiting,CQ2,09:00-09:05
V8,F5 - Neutral Bay,CQ2,09:02-09:05
V14,Waiting,CQ2,09:05-09:10
V12,F4 - Pyrmont Bay,CQ2,09:10-09:11
V7,F6 - Mosman (peak),CQ2,09:18-09:21
V1,F6 - Mosman (off peak),CQ2,09:20-09:21
V9,Waiting,CQ2,09:25-09:30
V9,Charging,CQ2,09:30-09:35
V9,Waiting,CQ2,09:35-09:40
V8,Waiting,CQ2,09:35-09:40
V15,F4 - Pyrmont Bay,CQ2,09:40-09:41
V16,F4 - Pyrmont Bay,CQ2,09:45-09:48
V9,F6 - Mosman (off peak),CQ2,09:50-09:51
V16,Waiting,CQ2,09:50-09:55
V16,Waiting,CQ2,09:55-10:00
V7,F5 - Neutral Bay,CQ2,10:02-10:05
V2,Waiting,CQ2,10:10-10:15
V12,F4 - Pyrmont Bay,CQ2,10:15-10:18
V1,Waiting,CQ2,10:15-10:20
V14,Waiting,CQ2,10:20-10:25
V8,F2 - Taronga Zoo (off peak),CQ2,10:21-10:25
V11,F8 - Cockatoo Island,CQ2,10:29-10:32
V7,F5 - Neutral Bay,CQ2,10:32-10:35
V11,Waiting,CQ2,10:35-10:40
V5,F7 - Double Bay,CQ2,10:42-10:45
V15,F4 - Pyrmont Bay,CQ2,10:45-10:48
V5,Crew Break,CQ2,10:50-11:20
V4,F8 - Cockatoo Island,CQ2,10:59-11:02
V4,Waiting,CQ2,11:05-11:10
V1,F7 - Double Bay,CQ2,11:12-11:15
V9,F2 - Taronga Zoo (off peak),CQ2,11:21-11:25
V17,Waiting,CQ2,11:25-11:30
