Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
RR7,Waiting,Chiswick,Chs1,05:35,Chiswick,Chs1,05:40
RR7,Charging,Chiswick,Chs1,05:40,Chiswick,Chs1,05:45
RR7,Charging,Chiswick,Chs1,05:45,Chiswick,Chs1,05:50
RR7,Charging,Chiswick,Chs1,05:50,Chiswick,Chs1,05:55
RR7,Waiting,Chiswick,Chs1,05:55,Chiswick,Chs1,06:00
RR7,Charging,Chiswick,Chs1,06:00,Chiswick,Chs1,06:05
RR7,Charging,Chiswick,Chs1,06:05,Chiswick,Chs1,06:10
RR7,Waiting,Chiswick,Chs1,06:10,Chiswick,Chs1,06:15
RR7,Waiting,Cockatoo Island,CI1,06:25,Cockatoo Island,CI1,06:30
RR7,Waiting,Cockatoo Island,CI1,06:30,Cockatoo Island,CI1,06:35
RR7,Waiting,Cockatoo Island,CI1,06:35,Cockatoo Island,CI1,06:40
RR7,16,Circular Quay,CQ1,06:55,Watsons Bay,WB1,07:25
RR7,17,Watsons Bay,WB1,07:30,Circular Quay,CQ2,07:50
RR7,Waiting,Circular Quay,CQ4,08:00,Circular Quay,CQ4,08:05
RR7,Waiting,Balmain Shipyard,BSY6,08:20,Balmain Shipyard,BSY6,08:25
RR7,Waiting,Balmain Shipyard,BSY6,08:25,Balmain Shipyard,BSY6,08:30
RR7,Crew pause,Balmain Shipyard,BSY3,08:30,Balmain Shipyard,BSY3,08:39
RR7,Waiting,Balmain Shipyard,BSY4,08:40,Balmain Shipyard,BSY4,08:45
RR7,Waiting,Balmain Shipyard,BSY4,08:45,Balmain Shipyard,BSY4,08:50
RR7,Crew pause,Balmain Shipyard,BSY6,08:50,Balmain Shipyard,BSY6,08:59
RR7,Crew pause,Balmain Shipyard,BSY3,09:00,Balmain Shipyard,BSY3,09:09
RR7,Crew pause,Balmain Shipyard,BSY6,09:10,Balmain Shipyard,BSY6,09:19
RR7,Crew pause,Balmain Shipyard,BSY6,09:20,Balmain Shipyard,BSY6,09:29
RR7,Crew pause,Balmain Shipyard,BSY5,09:30,Balmain Shipyard,BSY5,09:39
RR7,Waiting,Balmain Shipyard,BSY4,09:40,Balmain Shipyard,BSY4,09:45
RR7,Crew pause,Balmain Shipyard,BSY5,09:45,Balmain Shipyard,BSY5,09:54
RR7,Crew pause,Balmain Shipyard,BSY6,09:55,Balmain Shipyard,BSY6,10:04
RR7,Waiting,Balmain Shipyard,BSY2,10:05,Balmain Shipyard,BSY2,10:10
RR7,Waiting,Balmain Shipyard,BSY1,10:10,Balmain Shipyard,BSY1,10:15
RR7,Crew pause,Balmain Shipyard,BSY2,10:15,Balmain Shipyard,BSY2,10:24
RR7,Waiting,Balmain Shipyard,BSY3,10:25,Balmain Shipyard,BSY3,10:30
RR7,Crew pause,Balmain Shipyard,BSY4,10:30,Balmain Shipyard,BSY4,10:39
RR7,Crew pause,Balmain Shipyard,BSY3,10:40,Balmain Shipyard,BSY3,10:49
RR7,Waiting,Balmain Shipyard,BSY5,10:50,Balmain Shipyard,BSY5,10:55
RR7,Crew pause,Balmain Shipyard,BSY4,10:55,Balmain Shipyard,BSY4,11:04
RR7,Waiting,Balmain Shipyard,BSY4,11:05,Balmain Shipyard,BSY4,11:10
RR7,Crew pause,Balmain Shipyard,BSY1,11:10,Balmain Shipyard,BSY1,11:19
RR7,Waiting,Balmain Shipyard,BSY1,11:20,Balmain Shipyard,BSY1,11:25
RR7,Waiting,Balmain Shipyard,BSY6,11:25,Balmain Shipyard,BSY6,11:30
