Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
RR9,Waiting,Barangaroo,Bar5,05:35,Barangaroo,Bar5,05:40
RR9,Crew pause,Barangaroo,Bar1,05:40,Barangaroo,Bar1,05:49
RR9,Crew pause,Barangaroo,Bar4,05:50,Barangaroo,Bar4,05:59
RR9,Waiting,Barangaroo,Bar4,06:00,Barangaroo,Bar4,06:05
RR9,Crew pause,Barangaroo,Bar4,06:05,Barangaroo,Bar4,06:14
RR9,Crew pause,Balmain Shipyard,BSY1,06:25,Balmain Shipyard,BSY1,06:34
RR9,Waiting,Balmain Shipyard,BSY1,06:35,Balmain Shipyard,BSY1,06:40
RR9,Waiting,Balmain Shipyard,BSY6,06:40,Balmain Shipyard,BSY6,06:45
RR9,Waiting,Parramatta,Pm1,07:40,Parramatta,Pm1,07:45
RR9,Charging,Parramatta,Pm1,07:45,Parramatta,Pm1,07:50
RR9,Charging,Parramatta,Pm1,07:50,Parramatta,Pm1,07:55
RR9,Waiting,Parramatta,Pm1,07:55,Parramatta,Pm1,08:00
RR9,6,Parramatta,Pm1,08:05,Circular Quay,CQ3,09:35
RR9,Crew pause,Circular Quay,CQ2,09:45,Circular Quay,CQ2,09:54
RR9,Waiting,Balmain Shipyard,BSY6,10:10,Balmain Shipyard,BSY6,10:15
RR9,Waiting,Balmain Shipyard,BSY5,10:15,Balmain Shipyard,BSY5,10:20
RR9,Waiting,Balmain Shipyard,BSY5,10:20,Balmain Shipyard,BSY5,10:25
RR9,Waiting,Balmain Shipyard,BSY4,10:25,Balmain Shipyard,BSY4,10:30
RR9,Crew pause,Balmain Shipyard,BSY1,10:30,Balmain Shipyard,BSY1,10:39
RR9,Crew pause,Balmain Shipyard,BSY1,10:40,Balmain Shipyard,BSY1,10:49
RR9,Crew pause,Balmain Shipyard,BSY1,10:50,Balmain Shipyard,BSY1,10:59
RR9,Waiting,Balmain Shipyard,BSY2,11:00,Balmain Shipyard,BSY2,11:05
RR9,Waiting,Balmain Shipyard,BSY3,11:05,Balmain Shipyard,BSY3,11:10
RR9,Waiting,Balmain Shipyard,BSY3,11:10,Balmain Shipyard,BSY3,11:15
RR9,Waiting,Balmain Shipyard,BSY2,11:15,Balmain Shipyard,BSY2,11:20
RR9,Waiting,Balmain Shipyard,BSY4,11:20,Balmain Shipyard,BSY4,11:25
RR9,Waiting,Balmain Shipyard,BSY5,11:25,Balmain Shipyard,BSY5,11:30
