Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
EC5,Waiting,Barangaroo,Bar5,05:35,Barangaroo,Bar5,05:40
EC5,9,Circular Quay,CQ1,05:55,Circular Quay,CQ3,06:27
EC5,Waiting,Circular Quay,CQ5,06:35,Circular Quay,CQ5,06:40
EC5,12,Circular Quay,CQ1,06:45,Double Bay,DB1,07:06
EC5,10,Circular Quay,CQ1,07:30,Mosman,Mos1,07:57
EC5,11,Mosman,Mos1,08:10,Circular Quay,CQ1,08:37
EC5,Crew pause,Circular Quay,CQ5,08:45,Circular Quay,CQ5,08:54
EC5,Crew pause,Circular Quay,CQ1,08:55,Circular Quay,CQ1,09:04
EC5,Waiting,Circular Quay,CQ1,09:05,Circular Quay,CQ1,09:10
EC5,Waiting,Cockatoo Island,CI1,09:25,Cockatoo Island,CI1,09:30
EC5,Charging,Cockatoo Island,CI1,09:30,Cockatoo Island,CI1,09:35
EC5,Charging,Cockatoo Island,CI1,09:35,Cockatoo Island,CI1,09:40
EC5,Charging,Cockatoo Island,CI1,09:40,Cockatoo Island,CI1,09:45
EC5,Charging,Cockatoo Island,CI1,09:45,Cockatoo Island,CI1,09:50
EC5,Charging,Cockatoo Island,CI1,09:50,Cockatoo Island,CI1,09:55
EC5,Charging,Cockatoo Island,CI1,09:55,Cockatoo Island,CI1,10:00
EC5,Charging,Cockatoo Island,CI1,10:00,Cockatoo Island,CI1,10:05
EC5,Charging,Cockatoo Island,CI1,10:05,Cockatoo Island,CI1,10:10
EC5,Charging,Cockatoo Island,CI1,10:10,Cockatoo Island,CI1,10:15
EC5,Charging,Cockatoo Island,CI1,10:15,Cockatoo Island,CI1,10:20
EC5,Charging,Cockatoo Island,CI1,10:20,Cockatoo Island,CI1,10:25
EC5,Waiting,Cockatoo Island,CI1,10:25,Cockatoo Island,CI1,10:30
EC5,Waiting,Cockatoo Island,CI1,10:30,Cockatoo Island,CI1,10:35
EC5,Waiting,Cockatoo Island,CI1,10:35,Cockatoo Island,CI1,10:40
EC5,Crew pause,Balmain Shipyard,BSY2,10:50,Balmain Shipyard,BSY2,10:59
EC5,Waiting,Balmain Shipyard,BSY1,11:00,Balmain Shipyard,BSY1,11:05
EC5,Waiting,Circular Quay,CQ3,11:20,Circular Quay,CQ3,11:25
EC5,Waiting,Circular Quay,CQ4,11:25,Circular Quay,CQ4,11:30
