Vessel,Task,Wharf,Time
V6,Charging,Bar1,05:35-05:40
V3,Charging,Bar1,05:35-05:40
V2,Charging,Bar1,05:40-05:45
V6,Charging,Bar1,05:40-05:45
V6,Charging,Bar1,05:45-05:50
V18,Crew Break,Bar1,05:45-06:15
V1,Charging,Bar1,05:50-05:55
V1,Charging,Bar1,05:55-06:00
V3,Charging,Bar1,06:10-06:15
V9,Charging,Bar1,06:20-06:25
V8,Charging,Bar1,06:40-06:45
V8,Charging,Bar1,06:45-06:50
V19,F11 - Blackwattle Bay,Bar1,07:38-07:41
V5,Charging,Bar1,08:20-08:25
V18,Charging,Bar1,10:20-10:25
V9,Crew Break,Bar1,10:30-11:00
V14,Crew Break,Bar1,11:00-11:30
V13,Charging,Bar1,11:20-11:25
V18,Charging,Bar1,11:25-11:30
