Vessel,Task,Wharf,Time
V10,F6 - Mosman (peak),Mos1,06:17-06:27
V5,F2 - Zoo/Mosman (Peak),Mos1,06:46-06:56
V3,F6 - Mosman (peak),Mos1,06:47-06:57
V1,F2 - Zoo/Mosman (Peak),Mos1,07:16-07:26
V10,F6 - Mosman (peak),Mos1,07:17-07:27
V6,F2 - Zoo/Mosman (Peak),Mos1,07:46-07:56
V5,F6 - Mosman (peak),Mos1,07:47-07:57
V1,F6 - Mosman (peak),Mos1,08:17-08:27
V5,F6 - Mosman (peak),Mos1,08:47-08:57
V6,F6 - Mosman (off peak),Mos1,09:26-09:36
V4,F6 - Mosman (off peak),Mos1,09:56-10:06
V2,F6 - Mosman (off peak),Mos1,10:26-10:36
V15,Waiting,Mos1,11:25-11:30
