Vessel,Task,Wharf,Time
V16,Charging,CQEXTRA2,05:40-05:45
V17,F9 - Rose Bay,CQEXTRA2,05:55-05:56
V19,Charging,CQEXTRA2,05:55-06:00
V3,Charging,CQEXTRA2,06:00-06:05
V16,Charging,CQEXTRA2,06:10-06:15
V16,F9 - Rose Bay,CQEXTRA2,06:15-06:16
V8,F7 - Double Bay,CQEXTRA2,06:15-06:16
V5,F5 - Neutral Bay,CQEXTRA2,06:27-06:30
V5,F2 - Zoo/Mosman (Peak),CQEXTRA2,06:30-06:31
V15,F9 - Rose Bay,CQEXTRA2,06:35-06:36
V9,F7 - Double Bay,CQEXTRA2,06:45-06:46
V17,F9 - Rose Bay,CQEXTRA2,06:55-06:56
V1,F2 - Zoo/Mosman (Peak),CQEXTRA2,07:00-07:01
V2,Charging,CQEXTRA2,07:05-07:10
V12,Charging,CQEXTRA2,07:10-07:15
V2,Charging,CQEXTRA2,07:10-07:15
V2,F7 - Double Bay,CQEXTRA2,07:15-07:16
V12,F9 - Rose Bay,CQEXTRA2,07:15-07:16
V6,F5 - Neutral Bay,CQEXTRA2,07:27-07:30
V6,F2 - Zoo/Mosman (Peak),CQEXTRA2,07:30-07:31
V13,F9 - Rose Bay,CQEXTRA2,07:35-07:36
V8,F7 - Double Bay,CQEXTRA2,07:45-07:46
V14,F4 - Pyrmont Bay,CQEXTRA2,07:45-07:48
V14,Charging,CQEXTRA2,07:50-07:55
V14,F9 - Rose Bay,CQEXTRA2,07:55-07:56
V2,F7 - Double Bay,CQEXTRA2,08:02-08:05
V2,F2 - Taronga Zoo (off peak),CQEXTRA2,08:05-08:07
V16,F9 - Rose Bay,CQEXTRA2,08:15-08:16
V4,F7 - Double Bay,CQEXTRA2,08:15-08:16
V3,Charging,CQEXTRA2,08:25-08:30
V3,Charging,CQEXTRA2,08:30-08:35
V15,Charging,CQEXTRA2,08:30-08:35
V15,F9 - Rose Bay,CQEXTRA2,08:35-08:36
V3,F2 - Taronga Zoo (off peak),CQEXTRA2,08:35-08:37
V11,F7 - Double Bay,CQEXTRA2,08:45-08:46
V9,F8 - Cockatoo Island,CQEXTRA2,08:54-08:57
V17,F9 - Rose Bay,CQEXTRA2,08:55-08:56
V9,Charging,CQEXTRA2,09:00-09:05
V8,F2 - Taronga Zoo (off peak),CQEXTRA2,09:05-09:07
V9,Charging,CQEXTRA2,09:05-09:10
V9,Charging,CQEXTRA2,09:10-09:15
V9,F7 - Double Bay,CQEXTRA2,09:15-09:16
V5,F6 - Mosman (peak),CQEXTRA2,09:18-09:21
V5,Charging,CQEXTRA2,09:25-09:30
V11,F7 - Double Bay,CQEXTRA2,09:32-09:35
V11,F2 - Taronga Zoo (off peak),CQEXTRA2,09:35-09:37
V3,Charging,CQEXTRA2,09:40-09:45
V3,F7 - Double Bay,CQEXTRA2,09:45-09:46
V6,F6 - Mosman (off peak),CQEXTRA2,09:56-09:59
V6,Charging,CQEXTRA2,10:00-10:05
V6,F2 - Taronga Zoo (off peak),CQEXTRA2,10:05-10:07
V11,F2 - Taronga Zoo (off peak),CQEXTRA2,10:11-10:15
V11,F7 - Double Bay,CQEXTRA2,10:15-10:16
V7,F8 - Cockatoo Island,CQEXTRA2,10:24-10:27
V4,F6 - Mosman (off peak),CQEXTRA2,10:26-10:29
V4,Charging,CQEXTRA2,10:30-10:35
V4,F2 - Taronga Zoo (off peak),CQEXTRA2,10:35-10:37
V11,F7 - Double Bay,CQEXTRA2,11:02-11:05
V10,Charging,CQEXTRA2,11:25-11:30
