Vessel,Task,Wharf,Time
V10,Waiting,DB1,05:40-05:45
V8,F7 - Double Bay,DB1,06:34-06:44
V9,F7 - Double Bay,DB1,07:04-07:14
V2,F7 - Double Bay,DB1,07:34-07:44
V8,F7 - Double Bay,DB1,08:04-08:14
V4,F7 - Double Bay,DB1,08:34-08:44
V11,F7 - Double Bay,DB1,09:04-09:14
V9,F7 - Double Bay,DB1,09:34-09:44
V3,F7 - Double Bay,DB1,10:04-10:14
V11,F7 - Double Bay,DB1,10:34-10:44
V7,Waiting,DB1,11:05-11:10
V7,Waiting,DB1,11:10-11:15
V7,Waiting,DB1,11:15-11:20
V7,Waiting,DB1,11:20-11:25
V7,Waiting,DB1,11:25-11:30
