Vessel,Task,Wharf,Time
V6,Waiting,Bar4,05:35-05:40
V1,Crew Break,Bar4,05:35-06:05
V3,Waiting,Bar4,05:40-05:45
V6,Waiting,Bar4,05:45-05:50
V8,Waiting,Bar4,05:50-05:55
V8,Waiting,Bar4,05:55-06:00
V7,Crew Break,Bar4,06:00-06:30
V6,Waiting,Bar4,06:05-06:10
V2,Waiting,Bar4,06:10-06:15
V18,Waiting,Bar4,06:20-06:25
V18,Waiting,Bar4,06:25-06:30
V19,Waiting,Bar4,06:30-06:35
V19,Waiting,Bar4,06:50-06:55
V3,Crew Break,Bar4,07:50-08:20
V4,Waiting,Bar4,08:30-08:35
V18,F11 - Blackwattle Bay,Bar4,09:23-09:26
V13,Crew Break,Bar4,09:40-10:10
V19,Waiting,Bar4,10:05-10:10
V19,Waiting,Bar4,10:10-10:15
V13,Waiting,Bar4,10:15-10:20
V5,Waiting,Bar4,10:55-11:00
V18,Crew Break,Bar4,10:55-11:25
V11,Waiting,Bar4,11:05-11:10
V11,Waiting,Bar4,11:10-11:15
V11,Waiting,Bar4,11:20-11:25
V11,Waiting,Bar4,11:25-11:30
V13,Waiting,Bar4,11:25-11:30
