Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
cp_Bar4 cont.,05:40,0.9394
cp_Bar4 cont.,05:45,0.9394
cp_Bar4 cont.,05:50,0.9394
cp_Bar4 cont.,05:55,0.9394
cp_Bar4 cont.,06:00,0.9394
cp_Bar4 cont.,06:05,0.9394
phi_Bar2,06:10,1.0
cp_Bar2 cont.,06:15,1.0
cp_Bar2 cont.,06:20,1.0
cp_Bar2 cont.,06:25,1.0
cp_Bar2 cont.,06:30,1.0
cp_Bar2 cont.,06:35,1.0
cp_Bar2 cont.,06:40,1.0
phi_Bar2,06:45,1.0
Rebalancing,06:50,0.9394
Rebalancing,06:55,0.8788
phi_CQ2,07:00,1.0
10 cont.,07:05,0.993
10 cont.,07:10,0.986
10 cont.,07:15,0.979
10 cont.,07:20,0.972
10 cont.,07:25,0.965
10 cont.,07:30,0.958
10 cont.,07:35,0.951
10 cont.,07:40,0.944
10 cont.,07:45,0.9369999999999999
10 cont.,07:50,0.9299999999999999
10 cont.,07:55,0.9229999999999999
phi_CQ4,08:00,1.0
3 cont.,08:05,0.965
3 cont.,08:10,0.9299999999999999
3 cont.,08:15,0.8949999999999999
3 cont.,08:20,0.8599999999999999
3 cont.,08:25,0.8249999999999998
3 cont.,08:30,0.7899999999999998
3 cont.,08:35,0.7549999999999998
3 cont.,08:40,0.7199999999999998
3 cont.,08:45,0.6849999999999997
3 cont.,08:50,0.6499999999999997
3 cont.,08:55,0.6149999999999997
3 cont.,09:00,0.5799999999999996
phi_CQ2,09:05,0.7079999999999996
phi_CQ2,09:10,0.8359999999999996
CQ1,09:15,0.8359999999999996
6 cont.,09:20,0.8219999999999996
6 cont.,09:25,0.8079999999999996
6 cont.,09:30,0.7939999999999996
6 cont.,09:35,0.7799999999999996
6 cont.,09:40,0.7659999999999996
6 cont.,09:45,0.7519999999999996
6 cont.,09:50,0.7379999999999995
6 cont.,09:55,0.7239999999999995
6 cont.,10:00,0.7099999999999995
6 cont.,10:05,0.6959999999999995
6 cont.,10:10,0.6819999999999995
6 cont.,10:15,0.6679999999999995
6 cont.,10:20,0.6539999999999995
6 cont.,10:25,0.6399999999999995
6 cont.,10:30,0.6259999999999994
Rebalancing,10:35,0.5653999999999995
Rebalancing,10:40,0.5047999999999995
phi_Bar2,10:45,0.6327999999999995
Rebalancing,10:50,0.5721999999999995
Rebalancing,10:55,0.5115999999999995
BSY1,11:00,0.5115999999999995
cp_BSY1 cont.,11:05,0.5115999999999995
cp_BSY1 cont.,11:10,0.5115999999999995
cp_BSY1 cont.,11:15,0.5115999999999995
cp_BSY1 cont.,11:20,0.5115999999999995
cp_BSY1 cont.,11:25,0.5115999999999995
cp_BSY1 cont.,11:30,0.5115999999999995
