Vessel,Task,Wharf,Time
V8,F6 - Mosman (peak),Mos1,06:07-06:17
V2,F6 - Mosman (peak),Mos1,06:37-06:47
V9,F2 - Zoo/Mosman (Peak),Mos1,06:56-07:06
V7,F6 - Mosman (peak),Mos1,07:07-07:17
V1,F2 - Zoo/Mosman (Peak),Mos1,07:26-07:36
V4,F6 - Mosman (peak),Mos1,07:37-07:47
V2,F2 - Zoo/Mosman (Peak),Mos1,07:56-08:06
V7,F6 - Mosman (peak),Mos1,08:07-08:17
V9,F6 - Mosman (peak),Mos1,08:37-08:47
V4,F6 - Mosman (off peak),Mos1,09:11-09:21
V7,F6 - Mosman (off peak),Mos1,09:41-09:51
V4,F6 - Mosman (off peak),Mos1,10:11-10:21
