Vessel,Task,Wharf,Time
V17,Charging,CQ4,05:40-05:45
V12,Charging,CQ4,05:40-05:45
V12,Charging,CQ4,05:45-05:50
V17,Charging,CQ4,05:45-05:50
V17,Charging,CQ4,05:50-05:55
V12,Charging,CQ4,05:50-05:55
V12,Charging,CQ4,05:55-06:00
V16,Crew Break,CQ4,05:55-06:25
V12,F4 - Pyrmont Bay,CQ4,06:00-06:01
V13,Charging,CQ4,06:10-06:15
V13,Charging,CQ4,06:15-06:20
V13,F4 - Pyrmont Bay,CQ4,06:20-06:21
V10,Charging,CQ4,06:35-06:40
V14,F4 - Pyrmont Bay,CQ4,06:40-06:41
V9,F2 - Zoo/Mosman (Peak),CQ4,06:40-06:41
V15,F9 - Rose Bay,CQ4,06:52-06:56
V15,F4 - Pyrmont Bay,CQ4,07:00-07:01
V12,F4 - Pyrmont Bay,CQ4,07:05-07:08
V1,F2 - Zoo/Mosman (Peak),CQ4,07:10-07:11
V3,Charging,CQ4,07:15-07:20
V16,F4 - Pyrmont Bay,CQ4,07:20-07:21
V3,Charging,CQ4,07:20-07:25
V11,Charging,CQ4,07:25-07:30
V13,Charging,CQ4,07:30-07:35
V11,Charging,CQ4,07:30-07:35
V11,Charging,CQ4,07:35-07:40
V2,F2 - Zoo/Mosman (Peak),CQ4,07:40-07:41
V17,F4 - Pyrmont Bay,CQ4,07:40-07:41
V3,F5 - Neutral Bay,CQ4,07:52-07:55
V12,F9 - Rose Bay,CQ4,07:52-07:56
V12,F4 - Pyrmont Bay,CQ4,08:00-08:01
V15,F4 - Pyrmont Bay,CQ4,08:05-08:08
V15,Charging,CQ4,08:10-08:15
V5,F7 - Double Bay,CQ4,08:12-08:15
V4,Crew Break,CQ4,08:15-08:45
V13,F4 - Pyrmont Bay,CQ4,08:20-08:21
V16,Charging,CQ4,08:30-08:35
V14,F4 - Pyrmont Bay,CQ4,08:40-08:41
V4,Charging,CQ4,08:45-08:50
V4,F6 - Mosman (off peak),CQ4,08:50-08:51
V11,Charging,CQ4,08:55-09:00
V15,Charging,CQ4,09:00-09:05
V11,Charging,CQ4,09:00-09:05
V15,Charging,CQ4,09:05-09:10
V11,Charging,CQ4,09:05-09:10
V15,F4 - Pyrmont Bay,CQ4,09:10-09:11
V12,Charging,CQ4,09:10-09:15
V12,Charging,CQ4,09:15-09:20
V7,F6 - Mosman (off peak),CQ4,09:20-09:21
V12,Charging,CQ4,09:20-09:25
V12,Charging,CQ4,09:25-09:30
V12,Charging,CQ4,09:30-09:35
V16,F4 - Pyrmont Bay,CQ4,09:40-09:41
V4,F6 - Mosman (off peak),CQ4,09:41-09:44
V4,F6 - Mosman (off peak),CQ4,09:50-09:51
V9,Charging,CQ4,09:50-09:55
V8,Charging,CQ4,09:55-10:00
V8,Charging,CQ4,10:00-10:05
V8,Charging,CQ4,10:05-10:10
V7,F6 - Mosman (off peak),CQ4,10:11-10:14
V5,F7 - Double Bay,CQ4,10:12-10:15
V7,Crew Break,CQ4,10:20-10:50
V2,F5 - Neutral Bay,CQ4,10:22-10:25
V12,F9 - Watsons Bay,CQ4,10:33-10:37
V12,Charging,CQ4,10:40-10:45
V8,Crew Break,CQ4,10:45-11:15
V16,Charging,CQ4,10:50-10:55
V16,Charging,CQ4,10:55-11:00
V14,F9 - Watsons Bay,CQ4,11:03-11:07
V11,Charging,CQ4,11:10-11:15
V11,Charging,CQ4,11:15-11:20
V2,Charging,CQ4,11:15-11:20
V11,Charging,CQ4,11:20-11:25
V2,Charging,CQ4,11:20-11:25
V11,Charging,CQ4,11:25-11:30
V2,Charging,CQ4,11:25-11:30
