Vessel,Task,Wharf,Time
V15,Charging,CQ2,05:40-05:45
V13,Crew Break,CQ2,05:40-06:10
V3,Charging,CQ2,05:50-05:55
V3,F5 - Neutral Bay,CQ2,05:55-05:56
V1,Charging,CQ2,06:05-06:10
V11,F8 - Cockatoo Island,CQ2,06:10-06:11
V1,Charging,CQ2,06:10-06:15
V1,Charging,CQ2,06:15-06:20
V1,Charging,CQ2,06:20-06:25
V4,F5 - Neutral Bay,CQ2,06:25-06:26
V16,Charging,CQ2,06:25-06:30
V16,Charging,CQ2,06:30-06:35
V10,F8 - Cockatoo Island,CQ2,06:40-06:41
V8,Charging,CQ2,06:45-06:50
V5,Charging,CQ2,06:50-06:55
V8,Charging,CQ2,06:50-06:55
V5,F5 - Neutral Bay,CQ2,06:55-06:56
V8,Charging,CQ2,06:55-07:00
V8,Charging,CQ2,07:00-07:05
V8,Charging,CQ2,07:05-07:10
V2,F6 - Mosman (peak),CQ2,07:08-07:11
V8,F8 - Cockatoo Island,CQ2,07:10-07:11
V2,Charging,CQ2,07:15-07:20
V2,Charging,CQ2,07:20-07:25
V3,F5 - Neutral Bay,CQ2,07:25-07:26
V2,Charging,CQ2,07:25-07:30
V2,Charging,CQ2,07:30-07:35
V2,Charging,CQ2,07:35-07:40
V11,F8 - Cockatoo Island,CQ2,07:40-07:41
V6,F7 - Double Bay,CQ2,07:42-07:45
V14,Charging,CQ2,07:50-07:55
V6,F5 - Neutral Bay,CQ2,07:55-07:56
V10,Charging,CQ2,07:55-08:00
V10,Charging,CQ2,08:00-08:05
V10,Charging,CQ2,08:05-08:10
V10,F8 - Cockatoo Island,CQ2,08:10-08:11
V8,F8 - Cockatoo Island,CQ2,08:19-08:22
V6,F5 - Neutral Bay,CQ2,08:25-08:26
V16,F4 - Pyrmont Bay,CQ2,08:25-08:28
V14,F9 - Rose Bay,CQ2,08:32-08:36
V8,F8 - Cockatoo Island,CQ2,08:40-08:41
V17,F4 - Pyrmont Bay,CQ2,08:45-08:48
V17,Charging,CQ2,08:50-08:55
V6,F5 - Neutral Bay,CQ2,08:52-08:55
V5,F5 - Neutral Bay,CQ2,08:55-08:56
V12,F4 - Pyrmont Bay,CQ2,09:05-09:08
V11,F8 - Cockatoo Island,CQ2,09:10-09:11
V1,F7 - Double Bay,CQ2,09:12-09:15
V16,Charging,CQ2,09:20-09:25
V3,F5 - Neutral Bay,CQ2,09:25-09:26
V16,Charging,CQ2,09:25-09:30
V16,Charging,CQ2,09:30-09:35
V12,F9 - Watsons Bay,CQ2,09:35-09:37
V16,Charging,CQ2,09:35-09:40
V10,F8 - Cockatoo Island,CQ2,09:40-09:41
V8,F8 - Cockatoo Island,CQ2,09:49-09:52
V14,Charging,CQ2,09:50-09:55
V2,F5 - Neutral Bay,CQ2,09:55-09:56
V14,Charging,CQ2,09:55-10:00
V14,Charging,CQ2,10:00-10:05
V14,F9 - Watsons Bay,CQ2,10:05-10:07
V8,Crew Break,CQ2,10:10-10:40
V15,Charging,CQ2,10:20-10:25
V15,Charging,CQ2,10:25-10:30
V15,Charging,CQ2,10:30-10:35
V15,Charging,CQ2,10:35-10:40
V11,Crew Break,CQ2,10:40-11:10
V9,F7 - Double Bay,CQ2,10:42-10:45
V7,Crew Break,CQ2,10:50-11:20
V9,F2 - Taronga Zoo (off peak),CQ2,11:21-11:25
V9,Charging,CQ2,11:25-11:30
