Vessel,Task,Wharf,Time
V9,Charging,Bar1,05:35-05:40
V5,Crew Break,Bar1,05:35-06:05
V9,Charging,Bar1,05:40-05:45
V9,Charging,Bar1,05:45-05:50
V9,Charging,Bar1,05:50-05:55
V9,Charging,Bar1,05:55-06:00
V9,Crew Break,Bar1,06:00-06:30
V6,Charging,Bar1,06:30-06:35
V19,F11 - Blackwattle Bay,Bar1,07:08-07:11
V18,F11 - Blackwattle Bay,Bar1,07:38-07:41
V13,Crew Break,Bar1,09:40-10:10
V13,Charging,Bar1,10:10-10:15
V13,Charging,Bar1,10:15-10:20
V13,Charging,Bar1,10:20-10:25
V3,Charging,Bar1,10:25-10:30
V3,Charging,Bar1,10:30-10:35
V3,Charging,Bar1,10:35-10:40
V3,Charging,Bar1,10:40-10:45
V3,Charging,Bar1,10:45-10:50
V5,Crew Break,Bar1,10:55-11:25
V18,Charging,Bar1,11:15-11:20
V18,Charging,Bar1,11:20-11:25
V18,Charging,Bar1,11:25-11:30
V5,Charging,Bar1,11:25-11:30
