Vessel,Task,Wharf,Time
V14,Waiting,CQ3,05:40-05:45
V11,Crew Break,CQ3,05:40-06:10
V14,Waiting,CQ3,05:45-05:50
V14,Waiting,CQ3,05:50-05:55
V17,F9 - Rose Bay,CQ3,05:55-05:56
V10,Crew Break,CQ3,06:05-06:35
V15,F9 - Rose Bay,CQ3,06:15-06:16
V1,Crew Break,CQ3,06:25-06:55
V16,F9 - Rose Bay,CQ3,06:35-06:36
V4,F5 - Neutral Bay,CQ3,06:52-06:55
V17,F9 - Rose Bay,CQ3,06:55-06:56
V12,Waiting,CQ3,07:10-07:15
V16,F9 - Rose Bay,CQ3,07:12-07:16
V12,F9 - Rose Bay,CQ3,07:15-07:16
V13,F4 - Pyrmont Bay,CQ3,07:25-07:28
V13,F9 - Rose Bay,CQ3,07:35-07:36
V7,F6 - Mosman (peak),CQ3,07:38-07:41
V7,Waiting,CQ3,07:45-07:50
V10,F8 - Cockatoo Island,CQ3,07:49-07:52
V14,F9 - Rose Bay,CQ3,07:55-07:56
V4,F6 - Mosman (peak),CQ3,08:08-08:11
V13,F9 - Rose Bay,CQ3,08:12-08:16
V15,F9 - Rose Bay,CQ3,08:15-08:16
V6,F5 - Neutral Bay,CQ3,08:22-08:25
V2,F2 - Zoo/Mosman (Peak),CQ3,08:29-08:32
V16,F9 - Rose Bay,CQ3,08:35-08:36
V2,Waiting,CQ3,08:35-08:40
V2,Waiting,CQ3,08:40-08:45
V2,Waiting,CQ3,08:45-08:50
V11,F8 - Cockatoo Island,CQ3,08:49-08:52
V2,Waiting,CQ3,08:50-08:55
V17,F9 - Rose Bay,CQ3,08:55-08:56
V6,Waiting,CQ3,08:55-09:00
V6,Waiting,CQ3,09:00-09:05
V6,Waiting,CQ3,09:05-09:10
V9,F6 - Mosman (peak),CQ3,09:08-09:11
V6,Waiting,CQ3,09:10-09:15
V1,Waiting,CQ3,09:15-09:20
V10,F8 - Cockatoo Island,CQ3,09:19-09:22
V5,F5 - Neutral Bay,CQ3,09:22-09:25
V10,Waiting,CQ3,09:25-09:30
V10,Waiting,CQ3,09:30-09:35
V17,F9 - Rose Bay,CQ3,09:32-09:36
V10,Waiting,CQ3,09:35-09:40
V17,Waiting,CQ3,09:40-09:45
V4,Waiting,CQ3,09:45-09:50
V3,F5 - Neutral Bay,CQ3,09:52-09:55
V6,Waiting,CQ3,09:55-10:00
V6,Waiting,CQ3,10:00-10:05
V6,Waiting,CQ3,10:05-10:10
V6,Waiting,CQ3,10:10-10:15
V15,F4 - Pyrmont Bay,CQ3,10:15-10:18
V11,F8 - Cockatoo Island,CQ3,10:19-10:22
V1,F2 - Taronga Zoo (off peak),CQ3,10:21-10:25
V1,Waiting,CQ3,10:25-10:30
V1,Waiting,CQ3,10:30-10:35
V1,Waiting,CQ3,10:35-10:40
V1,Waiting,CQ3,10:40-10:45
V16,F4 - Pyrmont Bay,CQ3,10:45-10:48
V4,Waiting,CQ3,10:45-10:50
V6,F2 - Taronga Zoo (off peak),CQ3,10:51-10:55
V10,Crew Break,CQ3,10:55-11:25
V16,Crew Break,CQ3,11:00-11:30
V10,Waiting,CQ3,11:25-11:30
