Vessel,Task,Wharf,Time
V8,Charging,Bar2,05:35-05:40
V6,Charging,Bar2,05:35-05:40
V6,Charging,Bar2,05:40-05:45
V6,Charging,Bar2,05:45-05:50
V6,Charging,Bar2,05:50-05:55
V6,Charging,Bar2,05:55-06:00
V7,Crew Break,Bar2,06:00-06:30
V2,Charging,Bar2,06:05-06:10
V18,Charging,Bar2,06:20-06:25
V18,Charging,Bar2,06:25-06:30
V18,Charging,Bar2,06:30-06:35
V5,Charging,Bar2,06:35-06:40
V18,Charging,Bar2,06:35-06:40
V18,Charging,Bar2,06:40-06:45
V19,F11 - Blackwattle Bay,Bar2,08:08-08:11
V18,F11 - Blackwattle Bay,Bar2,08:38-08:41
V9,Charging,Bar2,09:25-09:30
V9,Charging,Bar2,09:30-09:35
V1,Charging,Bar2,09:30-09:35
V9,Charging,Bar2,09:35-09:40
V18,F11 - Blackwattle Bay,Bar2,09:38-09:41
V18,Charging,Bar2,09:45-09:50
V18,Charging,Bar2,09:50-09:55
V17,Crew Break,Bar2,09:55-10:25
V18,Crew Break,Bar2,09:55-10:25
V13,Crew Break,Bar2,10:25-10:55
V19,Crew Break,Bar2,10:50-11:20
V17,Crew Break,Bar2,10:55-11:25
V13,Charging,Bar2,11:25-11:30
V8,Charging,Bar2,11:25-11:30
