Time,Station,Wharf
09:10,Taronga Zoo,TZ1
09:33,Circular Quay,CQ3
09:45,Taronga Zoo,TZ1
10:08,Circular Quay,CQ5
10:20,Taronga Zoo,TZ1
10:43,Circular Quay,CQ5
10:55,Taronga Zoo,TZ1
11:18,Circular Quay,CQ4
