Time,Station,Wharf
06:45,Double Bay,DB1
07:03,Circular Quay,CQ3
07:20,Double Bay,DB1
07:38,Circular Quay,CQ5
07:55,Double Bay,DB1
08:13,Circular Quay,CQ3
08:30,Double Bay,DB1
08:48,Circular Quay,CQ1
