Vessel,Task,Wharf,Time
FF7,Waiting,BSY4,05:40-05:45
RR6,Crew pause,BSY4,06:25-06:30
RR6,Crew pause,BSY4,06:30-06:35
RR10,Waiting,BSY4,09:30-09:35
24M,Waiting,BSY4,09:40-09:45
FF8,Crew pause,BSY4,10:20-10:25
FF8,Crew pause,BSY4,10:25-10:30
RR6,Crew pause,BSY4,10:45-10:50
RR12,Crew pause,BSY4,10:50-10:55
RR6,Crew pause,BSY4,10:50-10:55
RR12,Crew pause,BSY4,10:55-11:00
RR7,Waiting,BSY4,11:00-11:05
RR7,Waiting,BSY4,11:10-11:15
RR7,Waiting,BSY4,11:15-11:20
RR8,Waiting,BSY4,11:20-11:25
FF7,Waiting,BSY4,11:25-11:30
RR3,Waiting,BSY4,11:25-11:30
