Vessel,Task,Wharf,Time
V18,Waiting,CQ2,05:35-05:40
V16,Waiting,CQ2,05:45-05:50
V8,Waiting,CQ2,05:55-06:00
V7,Waiting,CQ2,06:00-06:05
V5,Waiting,CQ2,06:15-06:20
V12,Waiting,CQ2,06:20-06:25
V5,Waiting,CQ2,06:20-06:25
V12,Charging,CQ2,06:25-06:30
V5,Charging,CQ2,06:25-06:30
V12,Waiting,CQ2,06:30-06:35
V5,Charging,CQ2,06:30-06:35
V7,Waiting,CQ2,06:35-06:40
V5,Waiting,CQ2,06:35-06:40
V7,Charging,CQ2,06:40-06:45
V7,Waiting,CQ2,06:45-06:50
V11,F5 - Neutral Bay,CQ2,06:50-06:55
V9,F6 - Mosman (peak),CQ2,07:10-07:15
V8,Waiting,CQ2,07:15-07:20
V12,F9 - Rose Bay,CQ2,07:15-07:20
V10,F5 - Neutral Bay,CQ2,07:20-07:25
V1,F8 - Cockatoo Island,CQ2,07:30-07:35
V11,Crew pause,CQ2,07:45-07:50
V11,Crew pause,CQ2,07:50-07:55
V11,Crew pause,CQ2,07:55-08:00
V11,Crew pause,CQ2,08:00-08:05
V7,Waiting,CQ2,08:05-08:10
V11,Crew pause,CQ2,08:05-08:10
V13,Waiting,CQ2,08:10-08:15
V11,Crew pause,CQ2,08:10-08:15
V2,Waiting,CQ2,08:15-08:20
V11,Waiting,CQ2,08:15-08:20
V11,Charging,CQ2,08:20-08:25
V4,Waiting,CQ2,08:25-08:30
V11,Charging,CQ2,08:25-08:30
V4,Charging,CQ2,08:30-08:35
V11,Waiting,CQ2,08:30-08:35
V4,Waiting,CQ2,08:35-08:40
V10,F6 - Mosman (peak),CQ2,08:40-08:45
V10,Waiting,CQ2,08:45-08:50
V4,Waiting,CQ2,08:45-08:50
V15,Waiting,CQ2,08:50-08:55
V13,Waiting,CQ2,09:00-09:05
V13,Waiting,CQ2,09:05-09:10
V13,Charging,CQ2,09:10-09:15
V13,Waiting,CQ2,09:15-09:20
V11,Waiting,CQ2,09:15-09:20
V11,Charging,CQ2,09:20-09:25
V6,Waiting,CQ2,09:20-09:25
V11,Charging,CQ2,09:25-09:30
V12,Waiting,CQ2,09:25-09:30
V7,F8 - Cockatoo Island,CQ2,09:30-09:35
V11,Charging,CQ2,09:30-09:35
V11,Waiting,CQ2,09:35-09:40
V15,Waiting,CQ2,09:45-09:50
V2,Waiting,CQ2,10:00-10:05
V1,Waiting,CQ2,10:05-10:10
V16,Waiting,CQ2,10:10-10:15
V8,Waiting,CQ2,10:15-10:20
V16,Waiting,CQ2,10:20-10:25
V17,Waiting,CQ2,10:20-10:25
V13,Waiting,CQ2,10:35-10:40
V19,Waiting,CQ2,10:40-10:45
V19,Waiting,CQ2,10:45-10:50
V19,Waiting,CQ2,10:55-11:00
V11,F8 - Cockatoo Island,CQ2,11:00-11:05
V4,F2 - Taronga Zoo (off peak),CQ2,11:15-11:20
V8,Waiting,CQ2,11:15-11:20
V8,Charging,CQ2,11:20-11:25
V8,Waiting,CQ2,11:25-11:30
