Vessel,Task,Wharf,Time
V15,Waiting,Bar1,05:35-05:40
V5,Crew pause,Bar1,05:35-05:40
V5,Crew pause,Bar1,05:40-05:45
V6,Crew pause,Bar1,05:40-05:45
V5,Crew pause,Bar1,05:45-05:50
V6,Crew pause,Bar1,05:45-05:50
V5,Crew pause,Bar1,05:50-05:55
V6,Crew pause,Bar1,05:50-05:55
V5,Crew pause,Bar1,05:55-06:00
V6,Crew pause,Bar1,05:55-06:00
V6,Crew pause,Bar1,06:00-06:05
V5,Crew pause,Bar1,06:00-06:05
V14,Waiting,Bar1,06:05-06:10
V6,Crew pause,Bar1,06:05-06:10
V7,Waiting,Bar1,06:15-06:20
V18,Waiting,Bar1,06:15-06:20
V10,Waiting,Bar1,06:25-06:30
V18,F11 - Blackwattle Bay,Bar1,07:45-07:50
V1,Waiting,Bar1,07:50-07:55
V18,F11 - Blackwattle Bay,Bar1,08:45-08:50
V11,Waiting,Bar1,08:50-08:55
V11,Charging,Bar1,08:55-09:00
V11,Waiting,Bar1,09:00-09:05
V18,F11 - Blackwattle Bay,Bar1,09:45-09:50
V12,Waiting,Bar1,10:15-10:20
V18,Waiting,Bar1,10:15-10:20
V6,Waiting,Bar1,10:35-10:40
V6,Charging,Bar1,10:40-10:45
V6,Charging,Bar1,10:45-10:50
V6,Waiting,Bar1,10:50-10:55
V9,Waiting,Bar1,10:55-11:00
V11,Waiting,Bar1,11:20-11:25
V3,Waiting,Bar1,11:25-11:30
