Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Bar5,05:40,0.9394
cp_Bar5 cont.,05:45,0.9394
cp_Bar5 cont.,05:50,0.9394
cp_Bar5 cont.,05:55,0.9394
cp_Bar5 cont.,06:00,0.9394
cp_Bar5 cont.,06:05,0.9394
cp_Bar5 cont.,06:10,0.9394
Rebalancing,06:15,0.8788
Rebalancing,06:20,0.8182
phi_CQ2,06:25,0.9462
phi_CQ2,06:30,1.0
11 cont.,06:35,0.995
11 cont.,06:40,0.99
11 cont.,06:45,0.985
11 cont.,06:50,0.98
11 cont.,06:55,0.975
11 cont.,07:00,0.97
11 cont.,07:05,0.965
11 cont.,07:10,0.96
11 cont.,07:15,0.955
11 cont.,07:20,0.95
11 cont.,07:25,0.945
phi_CQEXTRA1,07:30,1.0
3 cont.,07:35,0.965
3 cont.,07:40,0.9299999999999999
3 cont.,07:45,0.8949999999999999
3 cont.,07:50,0.8599999999999999
3 cont.,07:55,0.8249999999999998
3 cont.,08:00,0.7899999999999998
Rebalancing,08:05,0.7293999999999998
Rebalancing,08:10,0.6687999999999998
Bar5,08:15,0.6687999999999998
Bar5,08:20,0.6687999999999998
Bar5,08:25,0.6687999999999998
Bar5,08:30,0.6687999999999998
cp_Bar5 cont.,08:35,0.6687999999999998
cp_Bar5 cont.,08:40,0.6687999999999998
cp_Bar5 cont.,08:45,0.6687999999999998
cp_Bar5 cont.,08:50,0.6687999999999998
cp_Bar5 cont.,08:55,0.6687999999999998
cp_Bar5 cont.,09:00,0.6687999999999998
cp_Bar5 cont.,09:05,0.6687999999999998
cp_Bar5 cont.,09:10,0.6687999999999998
cp_Bar5 cont.,09:15,0.6687999999999998
cp_Bar5 cont.,09:20,0.6687999999999998
cp_Bar5 cont.,09:25,0.6687999999999998
cp_Bar5 cont.,09:30,0.6687999999999998
Rebalancing,09:35,0.6081999999999999
Rebalancing,09:40,0.5475999999999999
phi_CQEXTRA2,09:45,0.6755999999999999
5 cont.,09:50,0.6695999999999999
5 cont.,09:55,0.6635999999999999
5 cont.,10:00,0.6575999999999999
5 cont.,10:05,0.6515999999999998
5 cont.,10:10,0.6455999999999998
5 cont.,10:15,0.6395999999999998
5 cont.,10:20,0.6335999999999998
5 cont.,10:25,0.6275999999999998
5 cont.,10:30,0.6215999999999998
5 cont.,10:35,0.6155999999999998
phi_CQ4,10:40,0.7435999999999998
phi_CQ4,10:45,0.8715999999999998
phi_CQ4,10:50,0.9995999999999998
CQ4,10:55,1.0
phi_CQ4,11:00,1.0
Rebalancing,11:05,0.9394
Rebalancing,11:10,0.8788
Rebalancing,11:15,0.8182
BSY6,11:20,0.8182
BSY6,11:25,0.8182
BSY6,11:30,0.8182
