Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Rebalancing,05:40,0.8788
BSY4,05:45,0.8788
cp_BSY4 cont.,05:50,0.8788
cp_BSY4 cont.,05:55,0.8788
cp_BSY4 cont.,06:00,0.8788
cp_BSY4 cont.,06:05,0.8788
cp_BSY4 cont.,06:10,0.8788
cp_BSY4 cont.,06:15,0.8788
BSY4,06:20,0.8788
BSY4,06:25,0.8788
cp_BSY4 cont.,06:30,0.8788
cp_BSY4 cont.,06:35,0.8788
cp_BSY4 cont.,06:40,0.8788
cp_BSY4 cont.,06:45,0.8788
cp_BSY4 cont.,06:50,0.8788
cp_BSY4 cont.,06:55,0.8788
Rebalancing,07:00,0.8182
Rebalancing,07:05,0.7576
Rebalancing,07:10,0.6970000000000001
phi_CQEXTRA2,07:15,0.8250000000000001
5 cont.,07:20,0.8190000000000001
5 cont.,07:25,0.8130000000000001
5 cont.,07:30,0.807
5 cont.,07:35,0.801
5 cont.,07:40,0.795
5 cont.,07:45,0.789
5 cont.,07:50,0.783
5 cont.,07:55,0.777
5 cont.,08:00,0.771
5 cont.,08:05,0.765
1 cont.,08:10,0.771
1 cont.,08:15,0.777
1 cont.,08:20,0.783
1 cont.,08:25,0.789
1 cont.,08:30,0.795
1 cont.,08:35,0.801
1 cont.,08:40,0.807
1 cont.,08:45,0.8130000000000001
phi_CQ2,08:50,0.9410000000000001
CQ2,08:55,1.0
phi_CQ2,09:00,1.0
phi_CQEXTRA2,09:05,1.0
1 cont.,09:10,1.0
1 cont.,09:15,1.0
1 cont.,09:20,1.0
1 cont.,09:25,1.0
1 cont.,09:30,1.0
1 cont.,09:35,1.0
1 cont.,09:40,1.0
1 cont.,09:45,1.0
6 cont.,09:50,0.986
6 cont.,09:55,0.972
6 cont.,10:00,0.958
6 cont.,10:05,0.944
6 cont.,10:10,0.9299999999999999
6 cont.,10:15,0.9159999999999999
6 cont.,10:20,0.9019999999999999
6 cont.,10:25,0.8879999999999999
6 cont.,10:30,0.8739999999999999
6 cont.,10:35,0.8599999999999999
6 cont.,10:40,0.8459999999999999
6 cont.,10:45,0.8319999999999999
6 cont.,10:50,0.8179999999999998
6 cont.,10:55,0.8039999999999998
6 cont.,11:00,0.7899999999999998
phi_CQ2,11:05,0.9179999999999998
phi_CQ2,11:10,1.0
phi_CQ2,11:15,1.0
CQ2,11:20,1.0
phi_CQ2,11:25,1.0
phi_CQ2,11:30,1.0
