Vessel,Task,Wharf,Time
V10,Crew pause,Bar4,05:35-05:40
V4,Waiting,Bar4,05:35-05:40
V10,Crew pause,Bar4,05:40-05:45
V19,Waiting,Bar4,06:00-06:05
V9,Crew pause,Bar4,06:00-06:05
V9,Crew pause,Bar4,06:05-06:10
V18,Waiting,Bar4,06:50-06:55
V18,Waiting,Bar4,06:55-07:00
V18,Waiting,Bar4,07:50-07:55
V19,Waiting,Bar4,09:10-09:15
V18,F11 - Blackwattle Bay,Bar4,09:40-09:45
V14,Crew pause,Bar4,10:45-10:50
V14,Crew pause,Bar4,10:50-10:55
V14,Crew pause,Bar4,10:55-11:00
V14,Crew pause,Bar4,11:00-11:05
V9,Waiting,Bar4,11:10-11:15
V9,Waiting,Bar4,11:15-11:20
V15,Waiting,Bar4,11:15-11:20
V15,Waiting,Bar4,11:20-11:25
V14,Crew pause,Bar4,11:20-11:25
V14,Crew pause,Bar4,11:25-11:30
V7,Waiting,Bar4,11:25-11:30
