Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Rebalancing,05:40,0.8788
BSY1,05:45,0.8788
Rebalancing,05:50,0.8182
Rebalancing,05:55,0.7576
phi_Bar1,06:00,0.8856
Bar1,06:05,1.0
phi_Bar1,06:10,1.0
Rebalancing,06:15,0.9394
Rebalancing,06:20,0.8788
BSY4,06:25,0.8788
Rebalancing,06:30,0.8182
Rebalancing,06:35,0.7576
Rebalancing,06:40,0.6970000000000001
phi_CQ5,06:45,0.8250000000000001
6 cont.,06:50,0.811
6 cont.,06:55,0.797
6 cont.,07:00,0.783
6 cont.,07:05,0.769
6 cont.,07:10,0.755
6 cont.,07:15,0.741
6 cont.,07:20,0.727
6 cont.,07:25,0.713
6 cont.,07:30,0.699
6 cont.,07:35,0.6849999999999999
6 cont.,07:40,0.6709999999999999
6 cont.,07:45,0.6569999999999999
6 cont.,07:50,0.6429999999999999
6 cont.,07:55,0.6289999999999999
6 cont.,08:00,0.6149999999999999
phi_CQEXTRA1,08:05,0.7429999999999999
CQEXTRA1,08:10,0.9029999999999999
phi_CQEXTRA1,08:15,1.0
5 cont.,08:20,0.994
5 cont.,08:25,0.988
5 cont.,08:30,0.982
5 cont.,08:35,0.976
5 cont.,08:40,0.97
5 cont.,08:45,0.964
5 cont.,08:50,0.958
5 cont.,08:55,0.952
5 cont.,09:00,0.946
5 cont.,09:05,0.94
4 cont.,09:10,0.9339999999999999
4 cont.,09:15,0.9279999999999999
4 cont.,09:20,0.9219999999999999
4 cont.,09:25,0.9159999999999999
4 cont.,09:30,0.9099999999999999
4 cont.,09:35,0.9039999999999999
4 cont.,09:40,0.8979999999999999
4 cont.,09:45,0.8919999999999999
4 cont.,09:50,0.8859999999999999
4 cont.,09:55,0.8799999999999999
4 cont.,10:00,0.8739999999999999
3 cont.,10:05,0.8389999999999999
3 cont.,10:10,0.8039999999999998
3 cont.,10:15,0.7689999999999998
3 cont.,10:20,0.7339999999999998
3 cont.,10:25,0.6989999999999997
3 cont.,10:30,0.6639999999999997
Rebalancing,10:35,0.6033999999999997
Rebalancing,10:40,0.5427999999999997
cp_Bar4 cont.,10:45,0.5427999999999997
cp_Bar4 cont.,10:50,0.5427999999999997
cp_Bar4 cont.,10:55,0.5427999999999997
cp_Bar4 cont.,11:00,0.5427999999999997
cp_Bar4 cont.,11:05,0.5427999999999997
cp_Bar4 cont.,11:10,0.5427999999999997
Bar4,11:15,0.5427999999999997
Bar4,11:20,0.5427999999999997
Bar4,11:25,0.5427999999999997
Bar4,11:30,0.5427999999999997
