Vessel,Time,Value
V6,05:30,0.9394
V6,05:35,1.0
V6,05:40,1.0
V6,05:45,1.0
V6,05:50,0.9394000000000002
V6,05:55,0.8788000000000005
V6,06:00,1.0
V6,06:05,0.9881090910000006
V6,06:10,0.9762181820000012
V6,06:15,0.9643272730000017
V6,06:20,0.9524363640000022
V6,06:25,0.9524363640000026
V6,06:30,0.9524363640000032
V6,06:35,0.9524363640000036
V6,06:40,0.940545455000004
V6,06:45,0.9286545460000046
V6,06:50,0.9167636370000052
V6,06:55,0.8561636370000054
V6,07:00,0.7955636370000057
V6,07:05,0.922763637000006
V6,07:10,0.8621636370000063
V6,07:15,0.8015636370000065
V6,07:20,0.7826873740000071
V6,07:25,0.7638111110000076
V6,07:30,0.7449348480000082
V6,07:35,0.7260585850000087
V6,07:40,0.7071823220000093
V6,07:45,0.6883060590000099
V6,07:50,0.6883060590000103
V6,07:55,0.6883060590000107
V6,08:00,0.6883060590000112
V6,08:05,0.6694297960000117
V6,08:10,0.6505535330000123
V6,08:15,0.6316772700000128
V6,08:20,0.6128010070000134
V6,08:25,0.5939247440000139
V6,08:30,0.5551843479999874
V6,08:35,0.6823843479999878
V6,08:40,0.8095843479999882
V6,08:45,0.7746752569999886
V6,08:50,0.739766165999989
V6,08:55,0.7048570749999894
V6,09:00,0.7048570749999898
V6,09:05,0.6699479839999902
V6,09:10,0.6350388929999906
V6,09:15,0.762238892999991
V6,09:20,0.7433626299999916
V6,09:25,0.7244863669999921
V6,09:30,0.7056101039999927
V6,09:35,0.6867338409999932
V6,09:40,0.6678575779999938
V6,09:45,0.6489813149999943
V6,09:50,0.6489813149999948
V6,09:55,0.6489813149999952
V6,10:00,0.6489813149999957
V6,10:05,0.6301050519999962
V6,10:10,0.6112287889999968
V6,10:15,0.5923525259999973
V6,10:20,0.5734762629999979
V6,10:25,0.5545999999999984
V6,10:30,0.5545999999999989
V6,10:35,0.6817999999999993
V6,10:40,0.6211999999999995
V6,10:45,0.5605999999999998
V6,10:50,0.5
V6,10:55,0.5
V6,11:00,0.5
V6,11:05,0.5
V6,11:10,0.5
V6,11:15,0.5
V6,11:20,0.5
V6,11:25,0.5
