Vessel,Task,Wharf,Time
V8,Crew pause,Bar2,05:35-05:40
V6,Waiting,Bar2,05:35-05:40
V8,Crew pause,Bar2,05:40-05:45
V3,Crew pause,Bar2,05:40-05:45
V8,Crew pause,Bar2,05:45-05:50
V3,Crew pause,Bar2,05:45-05:50
V3,Waiting,Bar2,05:50-05:55
V8,Crew pause,Bar2,05:50-05:55
V18,Crew pause,Bar2,05:55-06:00
V18,Crew pause,Bar2,06:00-06:05
V8,Waiting,Bar2,06:05-06:10
V7,Waiting,Bar2,06:10-06:15
V7,Crew pause,Bar2,06:20-06:25
V7,Crew pause,Bar2,06:25-06:30
V19,Waiting,Bar2,07:20-07:25
V19,9,Bar2,09:10-09:15
V19,Waiting,Bar2,09:20-09:25
V19,Waiting,Bar2,09:25-09:30
V18,Waiting,Bar2,09:40-09:45
V18,9,Bar2,09:40-09:45
V18,Crew pause,Bar2,10:10-10:15
V18,Crew pause,Bar2,10:15-10:20
V19,Waiting,Bar2,10:25-10:30
V18,Crew pause,Bar2,10:30-10:35
V18,Crew pause,Bar2,10:35-10:40
V18,Waiting,Bar2,10:45-10:50
V18,Waiting,Bar2,10:50-10:55
V1,Waiting,Bar2,10:55-11:00
V19,Crew pause,Bar2,11:00-11:05
V19,Crew pause,Bar2,11:05-11:10
V1,Crew pause,Bar2,11:10-11:15
V8,Waiting,Bar2,11:10-11:15
V1,Crew pause,Bar2,11:15-11:20
V6,Waiting,Bar2,11:20-11:25
V17,Crew pause,Bar2,11:20-11:25
V19,Waiting,Bar2,11:25-11:30
V17,Crew pause,Bar2,11:25-11:30
