Vessel,Task,Wharf,Time
24M,Waiting,BSY3,05:30-05:35
RR11,Waiting,BSY3,05:30-05:35
RR11,Waiting,BSY3,05:35-05:40
FF1,Waiting,BSY3,05:40-05:45
FF6,Crew pause,BSY3,05:50-05:55
FF6,Crew pause,BSY3,05:55-06:00
FF7,Waiting,BSY3,05:55-06:00
FF3,Crew pause,BSY3,06:10-06:15
FF3,Crew pause,BSY3,06:15-06:20
RR9,Waiting,BSY3,06:15-06:20
EC2,Waiting,BSY3,06:20-06:25
EC3,Crew pause,BSY3,06:40-06:45
EC3,Crew pause,BSY3,06:45-06:50
EC5,Waiting,BSY3,07:10-07:15
RR7,Waiting,BSY3,07:15-07:20
EC1,Waiting,BSY3,07:20-07:25
RR7,Waiting,BSY3,07:45-07:50
RR12,Waiting,BSY3,07:50-07:55
RR5,Waiting,BSY3,08:00-08:05
FF2,Waiting,BSY3,08:15-08:20
RR12,Waiting,BSY3,08:20-08:25
FF7,Waiting,BSY3,08:25-08:30
EC1,Waiting,BSY3,08:30-08:35
RR10,Waiting,BSY3,08:50-08:55
EC4,Waiting,BSY3,08:55-09:00
FF6,Waiting,BSY3,09:00-09:05
EC1,Crew pause,BSY3,09:25-09:30
EC1,Crew pause,BSY3,09:30-09:35
RR5,Crew pause,BSY3,09:30-09:35
RR11,Waiting,BSY3,09:35-09:40
RR5,Crew pause,BSY3,09:35-09:40
RR1,Waiting,BSY3,09:40-09:45
RR5,Waiting,BSY3,09:45-09:50
EC5,Waiting,BSY3,09:45-09:50
EC4,Waiting,BSY3,09:50-09:55
RR9,Crew pause,BSY3,09:50-09:55
RR9,Crew pause,BSY3,09:55-10:00
RR11,Waiting,BSY3,10:00-10:05
FF2,Waiting,BSY3,10:15-10:20
FF1,Waiting,BSY3,10:15-10:20
24M,Waiting,BSY3,10:20-10:25
RR8,Waiting,BSY3,10:25-10:30
24M,Waiting,BSY3,10:30-10:35
RR8,Waiting,BSY3,10:40-10:45
RR4,Waiting,BSY3,10:50-10:55
FF6,Waiting,BSY3,10:50-10:55
RR6,Waiting,BSY3,10:55-11:00
RR6,Waiting,BSY3,11:00-11:05
FF7,Waiting,BSY3,11:00-11:05
RR2,Waiting,BSY3,11:05-11:10
RR8,Waiting,BSY3,11:10-11:15
RR9,Waiting,BSY3,11:10-11:15
RR2,Crew pause,BSY3,11:15-11:20
RR2,Crew pause,BSY3,11:20-11:25
FF3,Waiting,BSY3,11:25-11:30
RR3,Waiting,BSY3,11:25-11:30
