Vessel,Task,Wharf,Time
RR1,Waiting,CQ4,06:05-06:10
RR1,Charging,CQ4,06:10-06:15
RR1,Waiting,CQ4,06:15-06:20
RR3,Waiting,CQ4,06:45-06:50
FF5,11,CQ4,06:50-06:55
FF5,11,CQ4,06:55-07:00
RR3,Waiting,CQ4,06:55-07:00
FF5,Waiting,CQ4,07:00-07:05
FF5,11,CQ4,07:00-07:05
FF1,8,CQ4,07:05-07:10
RR10,Waiting,CQ4,07:10-07:15
FF1,8,CQ4,07:10-07:15
FF8,11,CQ4,07:25-07:30
FF8,11,CQ4,07:30-07:35
FF8,11,CQ4,07:35-07:40
FF5,13,CQ4,07:40-07:45
FF5,13,CQ4,07:45-07:50
RR12,Waiting,CQ4,07:50-07:55
RR12,Waiting,CQ4,07:55-08:00
FF3,11,CQ4,08:00-08:05
RR7,Waiting,CQ4,08:00-08:05
FF3,11,CQ4,08:05-08:10
FF3,11,CQ4,08:10-08:15
FF3,Waiting,CQ4,08:10-08:15
FF3,Waiting,CQ4,08:15-08:20
FF4,2,CQ4,08:35-08:40
FF4,2,CQ4,08:40-08:45
24M,Waiting,CQ4,08:40-08:45
RR3,Waiting,CQ4,08:45-08:50
RR3,Waiting,CQ4,08:50-08:55
RR2,6,CQ4,09:10-09:15
FF1,2,CQ4,09:10-09:15
FF1,2,CQ4,09:15-09:20
RR2,6,CQ4,09:15-09:20
FF6,Crew pause,CQ4,09:20-09:25
FF6,Crew pause,CQ4,09:25-09:30
EC1,Waiting,CQ4,09:35-09:40
FF8,Waiting,CQ4,10:10-10:15
RR3,Crew pause,CQ4,10:10-10:15
RR3,Crew pause,CQ4,10:15-10:20
24M,Crew pause,CQ4,10:25-10:30
24M,Crew pause,CQ4,10:30-10:35
FF8,Waiting,CQ4,10:35-10:40
FF7,Waiting,CQ4,10:45-10:50
24M,Crew pause,CQ4,10:55-11:00
EC1,Crew pause,CQ4,11:00-11:05
24M,Crew pause,CQ4,11:00-11:05
EC1,Crew pause,CQ4,11:05-11:10
FF6,Crew pause,CQ4,11:05-11:10
FF6,Crew pause,CQ4,11:10-11:15
FF4,4,CQ4,11:10-11:15
FF4,4,CQ4,11:15-11:20
RR2,Waiting,CQ4,11:20-11:25
FF4,4,CQ4,11:20-11:25
EC5,Waiting,CQ4,11:25-11:30
