Vessel,Task,Wharf,Time
V1,Waiting,Bar5,05:35-05:40
V3,Waiting,Bar5,05:35-05:40
V6,Crew pause,Bar5,05:40-05:45
V6,Crew pause,Bar5,05:45-05:50
V2,Crew pause,Bar5,05:45-05:50
V19,Crew pause,Bar5,05:50-05:55
V2,Crew pause,Bar5,05:50-05:55
V19,Crew pause,Bar5,05:55-06:00
V7,Crew pause,Bar5,06:00-06:05
V18,Crew pause,Bar5,06:05-06:10
V7,Crew pause,Bar5,06:05-06:10
V18,Crew pause,Bar5,06:10-06:15
V19,Waiting,Bar5,06:10-06:15
V18,Crew pause,Bar5,06:15-06:20
V19,Waiting,Bar5,06:15-06:20
V18,Crew pause,Bar5,06:20-06:25
V18,Crew pause,Bar5,06:25-06:30
V18,Crew pause,Bar5,06:30-06:35
V18,Crew pause,Bar5,06:45-06:50
V18,Crew pause,Bar5,06:50-06:55
V18,Waiting,Bar5,06:55-07:00
V19,Waiting,Bar5,07:15-07:20
V18,Crew pause,Bar5,07:40-07:45
V18,Crew pause,Bar5,07:45-07:50
V18,Waiting,Bar5,07:55-08:00
V19,Crew pause,Bar5,08:20-08:25
V19,Crew pause,Bar5,08:25-08:30
V19,Crew pause,Bar5,09:10-09:15
V19,Crew pause,Bar5,09:15-09:20
V18,Waiting,Bar5,09:45-09:50
V19,9,Bar5,10:10-10:15
V18,Crew pause,Bar5,10:20-10:25
V19,Waiting,Bar5,10:20-10:25
V18,Crew pause,Bar5,10:25-10:30
V13,Crew pause,Bar5,10:25-10:30
V19,Waiting,Bar5,10:30-10:35
V13,Crew pause,Bar5,10:30-10:35
V13,Crew pause,Bar5,10:35-10:40
V19,Crew pause,Bar5,10:35-10:40
V19,Crew pause,Bar5,10:40-10:45
V13,Crew pause,Bar5,10:40-10:45
V19,Waiting,Bar5,10:50-10:55
V8,Crew pause,Bar5,10:50-10:55
V8,Crew pause,Bar5,10:55-11:00
V13,Waiting,Bar5,10:55-11:00
V1,Crew pause,Bar5,11:00-11:05
V8,Crew pause,Bar5,11:00-11:05
V1,Crew pause,Bar5,11:05-11:10
V8,Crew pause,Bar5,11:05-11:10
V19,Crew pause,Bar5,11:10-11:15
V13,Waiting,Bar5,11:10-11:15
V13,Crew pause,Bar5,11:15-11:20
V19,Crew pause,Bar5,11:15-11:20
V19,Waiting,Bar5,11:20-11:25
V13,Crew pause,Bar5,11:20-11:25
V6,Waiting,Bar5,11:25-11:30
V8,Waiting,Bar5,11:25-11:30
