Vessel,Task,Wharf,Time
V19,Crew Break,BSY2,05:35-06:05
V16,Crew Break,BSY2,10:45-11:15
V2,Waiting,BSY2,11:05-11:10
V16,Waiting,BSY2,11:20-11:25
V2,Waiting,BSY2,11:25-11:30
