Vessel,Task,Wharf,Time
V17,Waiting,CQ2,05:40-05:45
V15,Waiting,CQ2,05:40-05:45
V15,Charging,CQ2,05:45-05:50
V15,Waiting,CQ2,05:50-05:55
V16,Waiting,CQ2,05:50-05:55
V17,Waiting,CQ2,05:55-06:00
V17,Waiting,CQ2,06:00-06:05
V15,Waiting,CQ2,06:05-06:10
V7,F6 - Mosman (peak),CQ2,06:10-06:11
V10,Waiting,CQ2,06:20-06:25
V6,Waiting,CQ2,06:20-06:25
V2,F2 - Zoo/Mosman (Peak),CQ2,06:25-06:26
V14,Waiting,CQ2,06:30-06:35
V5,Waiting,CQ2,06:35-06:40
V10,F6 - Mosman (peak),CQ2,06:40-06:41
V17,Waiting,CQ2,06:40-06:45
V17,Waiting,CQ2,06:45-06:50
V8,F2 - Zoo/Mosman (Peak),CQ2,06:55-06:56
V12,F4 - Pyrmont Bay,CQ2,07:05-07:08
V7,F6 - Mosman (peak),CQ2,07:10-07:11
V1,F7 - Double Bay,CQ2,07:12-07:15
V4,Waiting,CQ2,07:20-07:25
V2,Waiting,CQ2,07:20-07:25
V5,F2 - Zoo/Mosman (Peak),CQ2,07:25-07:26
V9,F8 - Cockatoo Island,CQ2,07:39-07:42
V10,F6 - Mosman (peak),CQ2,07:40-07:41
V1,Waiting,CQ2,07:45-07:50
V8,Waiting,CQ2,07:50-07:55
V11,Waiting,CQ2,07:55-08:00
V15,F4 - Pyrmont Bay,CQ2,08:05-08:08
V7,Waiting,CQ2,08:05-08:10
V7,F6 - Mosman (peak),CQ2,08:10-08:11
V9,F5 - Neutral Bay,CQ2,08:12-08:15
V5,Waiting,CQ2,08:20-08:25
V14,F4 - Pyrmont Bay,CQ2,08:25-08:28
V16,F9 - Rose Bay,CQ2,08:32-08:36
V10,Waiting,CQ2,08:35-08:40
V10,F6 - Mosman (peak),CQ2,08:40-08:41
V8,F7 - Double Bay,CQ2,08:42-08:45
V6,Waiting,CQ2,08:50-08:55
V17,Waiting,CQ2,08:50-08:55
V4,Waiting,CQ2,08:55-09:00
V7,F6 - Mosman (peak),CQ2,08:58-09:01
V15,Waiting,CQ2,09:00-09:05
V7,Waiting,CQ2,09:05-09:10
V11,F8 - Cockatoo Island,CQ2,09:09-09:12
V8,Waiting,CQ2,09:15-09:20
V1,Waiting,CQ2,09:15-09:20
V12,F9 - Watsons Bay,CQ2,09:20-09:22
V14,Waiting,CQ2,09:20-09:25
V1,Waiting,CQ2,09:25-09:30
V1,Waiting,CQ2,09:30-09:35
V13,Waiting,CQ2,09:30-09:35
V13,Waiting,CQ2,09:35-09:40
V10,Waiting,CQ2,09:40-09:45
V16,F4 - Pyrmont Bay,CQ2,09:45-09:48
V13,Waiting,CQ2,09:45-09:50
V13,F9 - Watsons Bay,CQ2,09:50-09:52
V11,F2 - Taronga Zoo (off peak),CQ2,09:51-09:55
V6,Waiting,CQ2,10:00-10:05
V11,Waiting,CQ2,10:05-10:10
V11,Waiting,CQ2,10:10-10:15
V11,Waiting,CQ2,10:15-10:20
V8,F6 - Mosman (off peak),CQ2,10:16-10:19
V15,Waiting,CQ2,10:20-10:25
V10,Waiting,CQ2,10:25-10:30
V15,Waiting,CQ2,10:25-10:30
V12,Waiting,CQ2,10:30-10:35
V10,Waiting,CQ2,10:40-10:45
V9,F7 - Double Bay,CQ2,10:42-10:45
V7,F6 - Mosman (off peak),CQ2,10:46-10:49
V12,Waiting,CQ2,10:50-10:55
V3,Crew Break,CQ2,10:55-11:25
V15,Crew Break,CQ2,10:55-11:25
V8,Waiting,CQ2,11:25-11:30
V6,Waiting,CQ2,11:25-11:30
