Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V8,Waiting,Barangaroo,Bar2,05:35,Barangaroo,Bar2,05:40
V8,Waiting,Circular Quay,CQ1,05:50,Circular Quay,CQ1,05:55
V8,3,Circular Quay,CQ1,05:55,Circular Quay,CQ1,06:35
V8,1,Circular Quay,CQ1,06:35,Circular Quay,CQ5,07:15
V8,5,Circular Quay,CQ1,07:15,Circular Quay,CQ1,08:10
V8,6,Circular Quay,CQ1,08:10,Circular Quay,CQ1,09:30
V8,4,Circular Quay,CQ1,09:30,Circular Quay,CQ2,10:30
V8,Waiting,Circular Quay,CQ3,10:30,Circular Quay,CQ3,10:35
V8,Waiting,Blackwattle Bay,BWB1,11:00,Blackwattle Bay,BWB1,11:05
V8,Crew pause,Balmain Shipyard,BSY5,11:20,Balmain Shipyard,BSY5,11:30
