Vessel,Time,Value
V11,05:30,0.9394
V11,05:35,0.8787999999999998
V11,05:40,1.0
V11,05:45,0.9650909090000224
V11,05:50,0.930181818000041
V11,05:55,0.8952727270004335
V11,06:00,0.8952727270004509
V11,06:05,0.8603636360004863
V11,06:10,0.8254545450005439
V11,06:15,0.952654545000544
V11,06:20,0.933778282000544
V11,06:25,0.914902019000544
V11,06:30,0.8960257560005439
V11,06:35,0.8771494930005439
V11,06:40,0.8582732300005439
V11,06:45,0.8393969670005439
V11,06:50,0.8393969670005439
V11,06:55,0.8393969670005439
V11,07:00,0.8393969670005439
V11,07:05,0.8205207040005439
V11,07:10,0.8016444410005439
V11,07:15,0.7827681780005439
V11,07:20,0.7638919150005439
V11,07:25,0.7450156520005439
V11,07:30,0.7450156520005439
V11,07:35,0.7331247430005439
V11,07:40,0.7212338340005439
V11,07:45,0.7093429250005439
V11,07:50,0.6974520160005439
V11,07:55,0.6974520160005439
V11,08:00,0.6974520160005439
V11,08:05,0.6974520160005439
V11,08:10,0.6855611070005438
V11,08:15,0.6736701980005438
V11,08:20,0.6617792890005438
V11,08:25,0.6508256350005439
V11,08:30,0.6398719810005439
V11,08:35,0.6289183270005438
V11,08:40,0.6179646730005439
V11,08:45,0.6179646730005439
V11,08:50,0.6179646730005439
V11,08:55,0.6179646730005439
V11,09:00,0.607011019000544
V11,09:05,0.596057365000544
V11,09:10,0.5851037110005439
V11,09:15,0.5851037110005439
V11,09:20,0.5851037110005439
V11,09:25,0.712303711000544
V11,09:30,0.871303711000544
V11,09:35,0.7862
V11,09:40,0.8856454549999998
V11,09:45,0.8812363639999998
V11,09:50,0.8768272729999999
V11,09:55,0.8724181819999999
V11,10:00,0.8724181819999999
V11,10:05,0.8724181819999999
V11,10:10,0.8724181819999999
V11,10:15,0.8680090909999999
V11,10:20,0.8635999999999999
V11,10:25,0.8635999999999999
V11,10:30,0.8635999999999999
V11,10:35,0.8635999999999999
V11,10:40,0.8635999999999999
V11,10:45,0.8635999999999999
V11,10:50,0.8635999999999999
V11,10:55,0.8029999999999999
V11,11:00,0.7424
V11,11:05,0.6818
V11,11:10,0.6212
V11,11:15,0.5606
V11,11:20,0.5
V11,11:25,0.5
