Vessel,Time,Value
V16,05:30,0.9697
V16,05:35,0.9394
V16,05:40,1.0
V16,05:45,1.0
V16,05:50,1.0
V16,05:55,1.0
V16,06:00,1.0
V16,06:05,1.0
V16,06:10,1.0
V16,06:15,0.8603473600000189
V16,06:20,0.6969999999999983
V16,06:25,0.742597508
V16,06:30,0.8697975079999998
V16,06:35,0.8422254459999998
V16,06:40,0.8146533839999999
V16,06:45,0.7870813219999999
V16,06:50,0.7870813219999999
V16,06:55,0.7870813219999999
V16,07:00,0.7870813219999999
V16,07:05,0.75950926
V16,07:10,0.731937198
V16,07:15,0.731937198
V16,07:20,0.715934524
V16,07:25,0.69993185
V16,07:30,0.683929176
V16,07:35,0.667926502
V16,07:40,0.651923828
V16,07:45,0.635921154
V16,07:50,0.635921154
V16,07:55,0.635921154
V16,08:00,0.635921154
V16,08:05,0.61991848
V16,08:10,0.603915806
V16,08:15,0.5879131320000001
V16,08:20,0.5719104580000001
V16,08:25,0.5719104580000001
V16,08:30,0.699110458
V16,08:35,0.6715383960000001
V16,08:40,0.643966334
V16,08:45,0.6163942720000001
V16,08:50,0.6163942720000001
V16,08:55,0.6163942720000001
V16,09:00,0.6163942720000001
V16,09:05,0.58882221
V16,09:10,0.5612501480000001
V16,09:15,0.5612501480000001
V16,09:20,0.688450148
V16,09:25,0.815650148
V16,09:30,0.9428501479999998
V16,09:35,0.9037445759999998
V16,09:40,0.8646390039999998
V16,09:45,0.8255334319999998
V16,09:50,0.7864278599999999
V16,09:55,0.7473222879999999
V16,10:00,0.7473222879999999
V16,10:05,0.7473222879999999
V16,10:10,0.7473222879999999
V16,10:15,0.7082167159999999
V16,10:20,0.6691111439999999
V16,10:25,0.630005572
V16,10:30,0.5909
V16,10:35,0.5909
V16,10:40,0.5606
V16,10:45,0.5303
V16,10:50,0.5
V16,10:55,0.5
V16,11:00,0.5
V16,11:05,0.5
V16,11:10,0.5
V16,11:15,0.5
V16,11:20,0.5
V16,11:25,0.5
